:Data_list: 20100414_Gs_mag_1m.txt
:Created: 2010 Apr 15 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Hp component = perpendicular to the satellite orbital plane or
#           parallel to the Earth's spin axis
# Label: He component = perpendicular to Hp and directed earthwards
# Label: Hn component = perpendicular to both Hp and He, directed eastwards
# Label: Total Field  = 
# Units: nanotesla (nT)
# Source: GOES-11
# Location: W135
# Missing data: -1.00e+05
#
#         1-minute GOES-11 Geomagnetic Components and Total Field
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day        Hp          He          Hn    Total Field
#-------------------------------------------------------------------------------
2010 04 14  0501   55300  18060     9.02e+01    1.81e+01    1.18e+01    9.27e+01
2010 04 14  0502   55300  18120     9.02e+01    1.81e+01    1.18e+01    9.28e+01
2010 04 14  0503   55300  18180     9.03e+01    1.81e+01    1.18e+01    9.28e+01
2010 04 14  0504   55300  18240     9.04e+01    1.80e+01    1.18e+01    9.29e+01
2010 04 14  0505   55300  18300     9.05e+01    1.79e+01    1.18e+01    9.30e+01
2010 04 14  0506   55300  18360     9.06e+01    1.79e+01    1.17e+01    9.30e+01
2010 04 14  0507   55300  18420     9.07e+01    1.79e+01    1.17e+01    9.32e+01
2010 04 14  0508   55300  18480     9.08e+01    1.80e+01    1.17e+01    9.33e+01
2010 04 14  0509   55300  18540     9.09e+01    1.81e+01    1.17e+01    9.34e+01
2010 04 14  0510   55300  18600     9.10e+01    1.82e+01    1.17e+01    9.35e+01
2010 04 14  0511   55300  18660     9.10e+01    1.83e+01    1.17e+01    9.36e+01
2010 04 14  0512   55300  18720     9.11e+01    1.83e+01    1.17e+01    9.36e+01
2010 04 14  0513   55300  18780     9.11e+01    1.83e+01    1.16e+01    9.36e+01
2010 04 14  0514   55300  18840     9.09e+01    1.83e+01    1.16e+01    9.35e+01
2010 04 14  0515   55300  18900     9.08e+01    1.83e+01    1.16e+01    9.34e+01
2010 04 14  0516   55300  18960     9.07e+01    1.83e+01    1.15e+01    9.33e+01
2010 04 14  0517   55300  19020     9.06e+01    1.84e+01    1.16e+01    9.32e+01
2010 04 14  0518   55300  19080     9.06e+01    1.83e+01    1.16e+01    9.32e+01
2010 04 14  0519   55300  19140     9.06e+01    1.83e+01    1.17e+01    9.31e+01
2010 04 14  0520   55300  19200     9.06e+01    1.82e+01    1.17e+01    9.31e+01
2010 04 14  0521   55300  19260     9.06e+01    1.82e+01    1.17e+01    9.32e+01
2010 04 14  0522   55300  19320     9.05e+01    1.82e+01    1.18e+01    9.31e+01
2010 04 14  0523   55300  19380     9.06e+01    1.82e+01    1.18e+01    9.32e+01
2010 04 14  0524   55300  19440     9.07e+01    1.82e+01    1.19e+01    9.32e+01
2010 04 14  0525   55300  19500     9.07e+01    1.83e+01    1.18e+01    9.33e+01
2010 04 14  0526   55300  19560     9.07e+01    1.83e+01    1.18e+01    9.33e+01
2010 04 14  0527   55300  19620     9.07e+01    1.83e+01    1.18e+01    9.33e+01
2010 04 14  0528   55300  19680     9.07e+01    1.83e+01    1.18e+01    9.32e+01
2010 04 14  0529   55300  19740     9.06e+01    1.84e+01    1.17e+01    9.32e+01
2010 04 14  0530   55300  19800     9.06e+01    1.84e+01    1.17e+01    9.31e+01
2010 04 14  0531   55300  19860     9.05e+01    1.84e+01    1.16e+01    9.31e+01
2010 04 14  0532   55300  19920     9.06e+01    1.84e+01    1.17e+01    9.32e+01
2010 04 14  0533   55300  19980     9.08e+01    1.84e+01    1.16e+01    9.33e+01
2010 04 14  0534   55300  20040     9.08e+01    1.84e+01    1.17e+01    9.34e+01
2010 04 14  0535   55300  20100     9.09e+01    1.84e+01    1.17e+01    9.35e+01
2010 04 14  0536   55300  20160     9.11e+01    1.83e+01    1.18e+01    9.36e+01
2010 04 14  0537   55300  20220     9.11e+01    1.81e+01    1.17e+01    9.37e+01
2010 04 14  0538   55300  20280     9.11e+01    1.81e+01    1.19e+01    9.36e+01
2010 04 14  0539   55300  20340     9.10e+01    1.81e+01    1.19e+01    9.35e+01
2010 04 14  0540   55300  20400     9.10e+01    1.80e+01    1.18e+01    9.35e+01
2010 04 14  0541   55300  20460     9.09e+01    1.81e+01    1.18e+01    9.35e+01
2010 04 14  0542   55300  20520     9.09e+01    1.81e+01    1.18e+01    9.35e+01
2010 04 14  0543   55300  20580     9.12e+01    1.81e+01    1.14e+01    9.37e+01
2010 04 14  0544   55300  20640     9.10e+01    1.81e+01    1.15e+01    9.35e+01
2010 04 14  0545   55300  20700     9.11e+01    1.81e+01    1.15e+01    9.36e+01
2010 04 14  0546   55300  20760     9.11e+01    1.81e+01    1.15e+01    9.35e+01
2010 04 14  0547   55300  20820     9.11e+01    1.81e+01    1.15e+01    9.36e+01
2010 04 14  0548   55300  20880     9.11e+01    1.81e+01    1.16e+01    9.36e+01
2010 04 14  0549   55300  20940     9.11e+01    1.82e+01    1.17e+01    9.36e+01
2010 04 14  0550   55300  21000     9.11e+01    1.83e+01    1.17e+01    9.37e+01
2010 04 14  0551   55300  21060     9.13e+01    1.84e+01    1.17e+01    9.38e+01
2010 04 14  0552   55300  21120     9.12e+01    1.85e+01    1.16e+01    9.38e+01
2010 04 14  0553   55300  21180     9.11e+01    1.86e+01    1.16e+01    9.37e+01
2010 04 14  0554   55300  21240     9.11e+01    1.87e+01    1.16e+01    9.38e+01
2010 04 14  0555   55300  21300     9.11e+01    1.87e+01    1.16e+01    9.38e+01
2010 04 14  0556   55300  21360     9.11e+01    1.88e+01    1.16e+01    9.37e+01
2010 04 14  0557   55300  21420     9.11e+01    1.88e+01    1.16e+01    9.38e+01
2010 04 14  0558   55300  21480     9.11e+01    1.88e+01    1.15e+01    9.38e+01
2010 04 14  0559   55300  21540     9.11e+01    1.90e+01    1.16e+01    9.38e+01
2010 04 14  0600   55300  21600     9.10e+01    1.89e+01    1.15e+01    9.37e+01
2010 04 14  0601   55300  21660     9.10e+01    1.89e+01    1.14e+01    9.37e+01
2010 04 14  0602   55300  21720     9.10e+01    1.90e+01    1.14e+01    9.37e+01
2010 04 14  0603   55300  21780     9.10e+01    1.90e+01    1.13e+01    9.36e+01
2010 04 14  0604   55300  21840     9.10e+01    1.89e+01    1.13e+01    9.36e+01
2010 04 14  0605   55300  21900     9.10e+01    1.89e+01    1.13e+01    9.36e+01
2010 04 14  0606   55300  21960     9.11e+01    1.87e+01    1.13e+01    9.37e+01
2010 04 14  0607   55300  22020     9.11e+01    1.87e+01    1.13e+01    9.37e+01
2010 04 14  0608   55300  22080     9.12e+01    1.87e+01    1.12e+01    9.38e+01
2010 04 14  0609   55300  22140     9.13e+01    1.87e+01    1.12e+01    9.38e+01
2010 04 14  0610   55300  22200     9.13e+01    1.87e+01    1.11e+01    9.39e+01
2010 04 14  0611   55300  22260     9.14e+01    1.87e+01    1.11e+01    9.39e+01
2010 04 14  0612   55300  22320     9.14e+01    1.87e+01    1.11e+01    9.40e+01
2010 04 14  0613   55300  22380     9.14e+01    1.86e+01    1.11e+01    9.39e+01
2010 04 14  0614   55300  22440     9.14e+01    1.85e+01    1.11e+01    9.40e+01
2010 04 14  0615   55300  22500     9.15e+01    1.85e+01    1.11e+01    9.40e+01
2010 04 14  0616   55300  22560     9.16e+01    1.84e+01    1.10e+01    9.41e+01
2010 04 14  0617   55300  22620     9.17e+01    1.84e+01    1.10e+01    9.42e+01
2010 04 14  0618   55300  22680     9.19e+01    1.83e+01    1.10e+01    9.43e+01
2010 04 14  0619   55300  22740     9.19e+01    1.81e+01    1.11e+01    9.44e+01
2010 04 14  0620   55300  22800     9.18e+01    1.82e+01    1.10e+01    9.43e+01
2010 04 14  0621   55300  22860     9.18e+01    1.82e+01    1.11e+01    9.43e+01
2010 04 14  0622   55300  22920     9.19e+01    1.82e+01    1.12e+01    9.43e+01
2010 04 14  0623   55300  22980     9.18e+01    1.83e+01    1.13e+01    9.43e+01
2010 04 14  0624   55300  23040     9.19e+01    1.83e+01    1.14e+01    9.43e+01
2010 04 14  0625   55300  23100     9.19e+01    1.84e+01    1.14e+01    9.44e+01
2010 04 14  0626   55300  23160     9.19e+01    1.84e+01    1.14e+01    9.44e+01
2010 04 14  0627   55300  23220     9.19e+01    1.84e+01    1.14e+01    9.44e+01
2010 04 14  0628   55300  23280     9.18e+01    1.84e+01    1.15e+01    9.44e+01
2010 04 14  0629   55300  23340     9.18e+01    1.85e+01    1.15e+01    9.43e+01
2010 04 14  0630   55300  23400     9.17e+01    1.85e+01    1.14e+01    9.43e+01
2010 04 14  0631   55300  23460     9.17e+01    1.85e+01    1.15e+01    9.42e+01
2010 04 14  0632   55300  23520     9.16e+01    1.84e+01    1.15e+01    9.41e+01
2010 04 14  0633   55300  23580     9.15e+01    1.85e+01    1.15e+01    9.40e+01
2010 04 14  0634   55300  23640     9.14e+01    1.85e+01    1.15e+01    9.40e+01
2010 04 14  0635   55300  23700     9.15e+01    1.85e+01    1.15e+01    9.40e+01
2010 04 14  0636   55300  23760     9.14e+01    1.85e+01    1.15e+01    9.39e+01
2010 04 14  0637   55300  23820     9.14e+01    1.85e+01    1.15e+01    9.40e+01
2010 04 14  0638   55300  23880     9.14e+01    1.84e+01    1.15e+01    9.39e+01
2010 04 14  0639   55300  23940     9.13e+01    1.84e+01    1.14e+01    9.38e+01
2010 04 14  0640   55300  24000     9.13e+01    1.84e+01    1.15e+01    9.38e+01
2010 04 14  0641   55300  24060     9.13e+01    1.85e+01    1.15e+01    9.38e+01
2010 04 14  0642   55300  24120     9.12e+01    1.86e+01    1.15e+01    9.38e+01
2010 04 14  0643   55300  24180     9.12e+01    1.87e+01    1.15e+01    9.38e+01
2010 04 14  0644   55300  24240     9.12e+01    1.87e+01    1.15e+01    9.38e+01
2010 04 14  0645   55300  24300     9.12e+01    1.87e+01    1.14e+01    9.38e+01
2010 04 14  0646   55300  24360     9.12e+01    1.87e+01    1.13e+01    9.38e+01
2010 04 14  0647   55300  24420     9.12e+01    1.88e+01    1.13e+01    9.38e+01
2010 04 14  0648   55300  24480     9.13e+01    1.88e+01    1.12e+01    9.38e+01
2010 04 14  0649   55300  24540     9.12e+01    1.87e+01    1.12e+01    9.38e+01
2010 04 14  0650   55300  24600     9.13e+01    1.87e+01    1.14e+01    9.38e+01
2010 04 14  0651   55300  24660     9.12e+01    1.88e+01    1.14e+01    9.38e+01
2010 04 14  0652   55300  24720     9.13e+01    1.86e+01    1.15e+01    9.39e+01
2010 04 14  0653   55300  24780     9.13e+01    1.87e+01    1.14e+01    9.39e+01
2010 04 14  0654   55300  24840     9.15e+01    1.89e+01    1.15e+01    9.41e+01
2010 04 14  0655   55300  24900     9.14e+01    1.88e+01    1.14e+01    9.40e+01
2010 04 14  0656   55300  24960     9.15e+01    1.89e+01    1.14e+01    9.41e+01
2010 04 14  0657   55300  25020     9.17e+01    1.88e+01    1.14e+01    9.43e+01
2010 04 14  0658   55300  25080     9.15e+01    1.89e+01    1.15e+01    9.41e+01
2010 04 14  0659   55300  25140     9.15e+01    1.90e+01    1.16e+01    9.41e+01
2010 04 14  0700   55300  25200     9.16e+01    1.89e+01    1.16e+01    9.43e+01
2010 04 14  0701   55300  25260     9.17e+01    1.90e+01    1.16e+01    9.43e+01
2010 04 14  0702   55300  25320     9.18e+01    1.90e+01    1.16e+01    9.45e+01
2010 04 14  0703   55300  25380     9.17e+01    1.90e+01    1.17e+01    9.44e+01
2010 04 14  0704   55300  25440     9.19e+01    1.89e+01    1.17e+01    9.45e+01
2010 04 14  0705   55300  25500     9.20e+01    1.89e+01    1.17e+01    9.46e+01
2010 04 14  0706   55300  25560     9.18e+01    1.89e+01    1.17e+01    9.45e+01
2010 04 14  0707   55300  25620     9.17e+01    1.90e+01    1.16e+01    9.44e+01
2010 04 14  0708   55300  25680     9.19e+01    1.90e+01    1.17e+01    9.46e+01
2010 04 14  0709   55300  25740     9.17e+01    1.89e+01    1.16e+01    9.44e+01
2010 04 14  0710   55300  25800     9.15e+01    1.91e+01    1.16e+01    9.42e+01
2010 04 14  0711   55300  25860     9.17e+01    1.90e+01    1.16e+01    9.43e+01
2010 04 14  0712   55300  25920     9.17e+01    1.91e+01    1.16e+01    9.43e+01
2010 04 14  0713   55300  25980     9.15e+01    1.91e+01    1.16e+01    9.42e+01
2010 04 14  0714   55300  26040     9.16e+01    1.91e+01    1.13e+01    9.43e+01
2010 04 14  0715   55300  26100     9.17e+01    1.90e+01    1.12e+01    9.43e+01
2010 04 14  0716   55300  26160     9.13e+01    1.91e+01    1.15e+01    9.40e+01
2010 04 14  0717   55300  26220     9.12e+01    1.91e+01    1.15e+01    9.39e+01
2010 04 14  0718   55300  26280     9.13e+01    1.90e+01    1.15e+01    9.39e+01
2010 04 14  0719   55300  26340     9.13e+01    1.90e+01    1.15e+01    9.40e+01
2010 04 14  0720   55300  26400     9.13e+01    1.90e+01    1.14e+01    9.39e+01
2010 04 14  0721   55300  26460     9.12e+01    1.90e+01    1.14e+01    9.39e+01
2010 04 14  0722   55300  26520     9.12e+01    1.91e+01    1.14e+01    9.38e+01
2010 04 14  0723   55300  26580     9.12e+01    1.92e+01    1.15e+01    9.39e+01
2010 04 14  0724   55300  26640     9.12e+01    1.92e+01    1.15e+01    9.39e+01
2010 04 14  0725   55300  26700     9.13e+01    1.93e+01    1.15e+01    9.40e+01
2010 04 14  0726   55300  26760     9.13e+01    1.93e+01    1.15e+01    9.40e+01
2010 04 14  0727   55300  26820     9.13e+01    1.93e+01    1.15e+01    9.41e+01
2010 04 14  0728   55300  26880     9.14e+01    1.94e+01    1.15e+01    9.42e+01
2010 04 14  0729   55300  26940     9.14e+01    1.94e+01    1.15e+01    9.42e+01
2010 04 14  0730   55300  27000     9.17e+01    1.93e+01    1.15e+01    9.44e+01
2010 04 14  0731   55300  27060     9.16e+01    1.92e+01    1.15e+01    9.43e+01
2010 04 14  0732   55300  27120     9.16e+01    1.93e+01    1.15e+01    9.43e+01
2010 04 14  0733   55300  27180     9.18e+01    1.93e+01    1.16e+01    9.45e+01
2010 04 14  0734   55300  27240     9.20e+01    1.92e+01    1.16e+01    9.47e+01
2010 04 14  0735   55300  27300     9.19e+01    1.92e+01    1.17e+01    9.46e+01
2010 04 14  0736   55300  27360     9.20e+01    1.91e+01    1.17e+01    9.47e+01
2010 04 14  0737   55300  27420     9.20e+01    1.91e+01    1.17e+01    9.47e+01
2010 04 14  0738   55300  27480     9.21e+01    1.91e+01    1.17e+01    9.48e+01
2010 04 14  0739   55300  27540     9.21e+01    1.91e+01    1.18e+01    9.48e+01
2010 04 14  0740   55300  27600     9.20e+01    1.91e+01    1.18e+01    9.47e+01
2010 04 14  0741   55300  27660     9.21e+01    1.91e+01    1.19e+01    9.48e+01
2010 04 14  0742   55300  27720     9.21e+01    1.91e+01    1.18e+01    9.48e+01
2010 04 14  0743   55300  27780     9.20e+01    1.92e+01    1.18e+01    9.47e+01
2010 04 14  0744   55300  27840     9.20e+01    1.92e+01    1.18e+01    9.47e+01
2010 04 14  0745   55300  27900     9.21e+01    1.91e+01    1.18e+01    9.48e+01
2010 04 14  0746   55300  27960     9.22e+01    1.92e+01    1.19e+01    9.49e+01
2010 04 14  0747   55300  28020     9.21e+01    1.91e+01    1.18e+01    9.48e+01
2010 04 14  0748   55300  28080     9.20e+01    1.92e+01    1.18e+01    9.47e+01
2010 04 14  0749   55300  28140     9.20e+01    1.91e+01    1.17e+01    9.47e+01
2010 04 14  0750   55300  28200     9.21e+01    1.91e+01    1.18e+01    9.48e+01
2010 04 14  0751   55300  28260     9.19e+01    1.91e+01    1.16e+01    9.46e+01
2010 04 14  0752   55300  28320     9.20e+01    1.92e+01    1.17e+01    9.47e+01
2010 04 14  0753   55300  28380     9.22e+01    1.90e+01    1.17e+01    9.49e+01
2010 04 14  0754   55300  28440     9.23e+01    1.90e+01    1.16e+01    9.50e+01
2010 04 14  0755   55300  28500     9.23e+01    1.89e+01    1.15e+01    9.49e+01
2010 04 14  0756   55300  28560     9.24e+01    1.88e+01    1.16e+01    9.50e+01
2010 04 14  0757   55300  28620     9.22e+01    1.89e+01    1.15e+01    9.48e+01
2010 04 14  0758   55300  28680     9.23e+01    1.89e+01    1.17e+01    9.50e+01
2010 04 14  0759   55300  28740     9.24e+01    1.88e+01    1.17e+01    9.50e+01
2010 04 14  0800   55300  28800     9.25e+01    1.88e+01    1.17e+01    9.51e+01
2010 04 14  0801   55300  28860     9.23e+01    1.86e+01    1.16e+01    9.48e+01
2010 04 14  0802   55300  28920     9.25e+01    1.87e+01    1.18e+01    9.51e+01
2010 04 14  0803   55300  28980     9.22e+01    1.88e+01    1.19e+01    9.49e+01
2010 04 14  0804   55300  29040     9.22e+01    1.91e+01    1.20e+01    9.49e+01
2010 04 14  0805   55300  29100     9.23e+01    1.90e+01    1.19e+01    9.50e+01
2010 04 14  0806   55300  29160     9.24e+01    1.91e+01    1.19e+01    9.51e+01
2010 04 14  0807   55300  29220     9.25e+01    1.91e+01    1.19e+01    9.52e+01
2010 04 14  0808   55300  29280     9.25e+01    1.93e+01    1.19e+01    9.52e+01
2010 04 14  0809   55300  29340     9.26e+01    1.93e+01    1.18e+01    9.53e+01
2010 04 14  0810   55300  29400     9.27e+01    1.93e+01    1.19e+01    9.54e+01
2010 04 14  0811   55300  29460     9.29e+01    1.93e+01    1.19e+01    9.56e+01
2010 04 14  0812   55300  29520     9.29e+01    1.95e+01    1.18e+01    9.56e+01
2010 04 14  0813   55300  29580     9.30e+01    1.95e+01    1.18e+01    9.58e+01
2010 04 14  0814   55300  29640     9.31e+01    1.96e+01    1.17e+01    9.58e+01
2010 04 14  0815   55300  29700     9.31e+01    1.98e+01    1.18e+01    9.59e+01
2010 04 14  0816   55300  29760     9.31e+01    1.97e+01    1.20e+01    9.59e+01
2010 04 14  0817   55300  29820     9.34e+01    1.95e+01    1.21e+01    9.62e+01
2010 04 14  0818   55300  29880     9.35e+01    1.95e+01    1.22e+01    9.62e+01
2010 04 14  0819   55300  29940     9.34e+01    1.95e+01    1.21e+01    9.61e+01
2010 04 14  0820   55300  30000     9.35e+01    1.94e+01    1.21e+01    9.62e+01
2010 04 14  0821   55300  30060     9.35e+01    1.93e+01    1.21e+01    9.63e+01
2010 04 14  0822   55300  30120     9.37e+01    1.91e+01    1.21e+01    9.64e+01
2010 04 14  0823   55300  30180     9.35e+01    1.92e+01    1.20e+01    9.62e+01
2010 04 14  0824   55300  30240     9.35e+01    1.92e+01    1.18e+01    9.61e+01
2010 04 14  0825   55300  30300     9.36e+01    1.90e+01    1.16e+01    9.62e+01
2010 04 14  0826   55300  30360     9.34e+01    1.89e+01    1.15e+01    9.60e+01
2010 04 14  0827   55300  30420     9.32e+01    1.88e+01    1.15e+01    9.58e+01
2010 04 14  0828   55300  30480     9.33e+01    1.87e+01    1.15e+01    9.58e+01
2010 04 14  0829   55300  30540     9.34e+01    1.89e+01    1.15e+01    9.59e+01
2010 04 14  0830   55300  30600     9.32e+01    1.92e+01    1.15e+01    9.58e+01
2010 04 14  0831   55300  30660     9.31e+01    1.93e+01    1.14e+01    9.57e+01
2010 04 14  0832   55300  30720     9.30e+01    1.95e+01    1.14e+01    9.57e+01
2010 04 14  0833   55300  30780     9.31e+01    1.95e+01    1.14e+01    9.58e+01
2010 04 14  0834   55300  30840     9.31e+01    1.97e+01    1.14e+01    9.58e+01
2010 04 14  0835   55300  30900     9.31e+01    1.99e+01    1.15e+01    9.59e+01
2010 04 14  0836   55300  30960     9.29e+01    2.01e+01    1.16e+01    9.57e+01
2010 04 14  0837   55300  31020     9.27e+01    2.02e+01    1.17e+01    9.57e+01
2010 04 14  0838   55300  31080     9.28e+01    2.05e+01    1.18e+01    9.57e+01
2010 04 14  0839   55300  31140     9.27e+01    2.05e+01    1.18e+01    9.57e+01
2010 04 14  0840   55300  31200     9.27e+01    2.06e+01    1.19e+01    9.57e+01
2010 04 14  0841   55300  31260     9.27e+01    2.07e+01    1.19e+01    9.58e+01
2010 04 14  0842   55300  31320     9.27e+01    2.08e+01    1.19e+01    9.57e+01
2010 04 14  0843   55300  31380     9.27e+01    2.09e+01    1.19e+01    9.57e+01
2010 04 14  0844   55300  31440     9.26e+01    2.10e+01    1.19e+01    9.57e+01
2010 04 14  0845   55300  31500     9.26e+01    2.11e+01    1.18e+01    9.57e+01
2010 04 14  0846   55300  31560     9.25e+01    2.11e+01    1.19e+01    9.56e+01
2010 04 14  0847   55300  31620     9.27e+01    2.12e+01    1.16e+01    9.58e+01
2010 04 14  0848   55300  31680     9.27e+01    2.12e+01    1.15e+01    9.57e+01
2010 04 14  0849   55300  31740     9.27e+01    2.11e+01    1.14e+01    9.57e+01
2010 04 14  0850   55300  31800     9.27e+01    2.10e+01    1.15e+01    9.58e+01
2010 04 14  0851   55300  31860     9.28e+01    2.10e+01    1.14e+01    9.58e+01
2010 04 14  0852   55300  31920     9.24e+01    2.11e+01    1.18e+01    9.55e+01
2010 04 14  0853   55300  31980     9.23e+01    2.12e+01    1.18e+01    9.55e+01
2010 04 14  0854   55300  32040     9.22e+01    2.13e+01    1.17e+01    9.54e+01
2010 04 14  0855   55300  32100     9.23e+01    2.16e+01    1.14e+01    9.55e+01
2010 04 14  0856   55300  32160     9.23e+01    2.15e+01    1.14e+01    9.54e+01
2010 04 14  0857   55300  32220     9.22e+01    2.14e+01    1.13e+01    9.53e+01
2010 04 14  0858   55300  32280     9.21e+01    2.14e+01    1.13e+01    9.53e+01
2010 04 14  0859   55300  32340     9.20e+01    2.13e+01    1.13e+01    9.51e+01
2010 04 14  0900   55300  32400     9.18e+01    2.13e+01    1.15e+01    9.49e+01
2010 04 14  0901   55300  32460     9.19e+01    2.12e+01    1.13e+01    9.50e+01
2010 04 14  0902   55300  32520     9.16e+01    2.11e+01    1.17e+01    9.47e+01
2010 04 14  0903   55300  32580     9.18e+01    2.13e+01    1.13e+01    9.49e+01
2010 04 14  0904   55300  32640     9.17e+01    2.13e+01    1.11e+01    9.48e+01
2010 04 14  0905   55300  32700     9.17e+01    2.15e+01    1.11e+01    9.49e+01
2010 04 14  0906   55300  32760     9.17e+01    2.16e+01    1.10e+01    9.48e+01
2010 04 14  0907   55300  32820     9.16e+01    2.17e+01    1.10e+01    9.48e+01
2010 04 14  0908   55300  32880     9.15e+01    2.19e+01    1.11e+01    9.47e+01
2010 04 14  0909   55300  32940     9.14e+01    2.20e+01    1.11e+01    9.46e+01
2010 04 14  0910   55300  33000     9.11e+01    2.22e+01    1.13e+01    9.44e+01
2010 04 14  0911   55300  33060     9.08e+01    2.22e+01    1.15e+01    9.42e+01
2010 04 14  0912   55300  33120     9.08e+01    2.23e+01    1.15e+01    9.42e+01
2010 04 14  0913   55300  33180     9.07e+01    2.23e+01    1.15e+01    9.41e+01
2010 04 14  0914   55300  33240     9.07e+01    2.22e+01    1.14e+01    9.41e+01
2010 04 14  0915   55300  33300     9.07e+01    2.22e+01    1.14e+01    9.41e+01
2010 04 14  0916   55300  33360     9.07e+01    2.22e+01    1.15e+01    9.41e+01
2010 04 14  0917   55300  33420     9.09e+01    2.24e+01    1.11e+01    9.43e+01
2010 04 14  0918   55300  33480     9.09e+01    2.24e+01    1.11e+01    9.42e+01
2010 04 14  0919   55300  33540     9.06e+01    2.24e+01    1.14e+01    9.41e+01
2010 04 14  0920   55300  33600     9.07e+01    2.24e+01    1.14e+01    9.41e+01
2010 04 14  0921   55300  33660     9.07e+01    2.22e+01    1.14e+01    9.41e+01
2010 04 14  0922   55300  33720     9.07e+01    2.20e+01    1.14e+01    9.40e+01
2010 04 14  0923   55300  33780     9.07e+01    2.18e+01    1.14e+01    9.40e+01
2010 04 14  0924   55300  33840     9.07e+01    2.18e+01    1.14e+01    9.40e+01
2010 04 14  0925   55300  33900     9.06e+01    2.19e+01    1.15e+01    9.39e+01
2010 04 14  0926   55300  33960     9.05e+01    2.21e+01    1.14e+01    9.39e+01
2010 04 14  0927   55300  34020     9.05e+01    2.22e+01    1.14e+01    9.39e+01
2010 04 14  0928   55300  34080     9.06e+01    2.24e+01    1.14e+01    9.40e+01
2010 04 14  0929   55300  34140     9.06e+01    2.25e+01    1.14e+01    9.40e+01
2010 04 14  0930   55300  34200     9.08e+01    2.24e+01    1.13e+01    9.42e+01
2010 04 14  0931   55300  34260     9.07e+01    2.24e+01    1.13e+01    9.41e+01
2010 04 14  0932   55300  34320     9.06e+01    2.25e+01    1.14e+01    9.41e+01
2010 04 14  0933   55300  34380     9.06e+01    2.27e+01    1.14e+01    9.40e+01
2010 04 14  0934   55300  34440     9.05e+01    2.28e+01    1.13e+01    9.40e+01
2010 04 14  0935   55300  34500     9.07e+01    2.31e+01    1.10e+01    9.42e+01
2010 04 14  0936   55300  34560     9.07e+01    2.31e+01    1.10e+01    9.42e+01
2010 04 14  0937   55300  34620     9.06e+01    2.33e+01    1.12e+01    9.42e+01
2010 04 14  0938   55300  34680     9.04e+01    2.33e+01    1.14e+01    9.40e+01
2010 04 14  0939   55300  34740     9.03e+01    2.33e+01    1.13e+01    9.40e+01
2010 04 14  0940   55300  34800     9.04e+01    2.31e+01    1.12e+01    9.40e+01
2010 04 14  0941   55300  34860     9.04e+01    2.28e+01    1.11e+01    9.39e+01
2010 04 14  0942   55300  34920     9.03e+01    2.26e+01    1.11e+01    9.38e+01
2010 04 14  0943   55300  34980     9.03e+01    2.24e+01    1.11e+01    9.37e+01
2010 04 14  0944   55300  35040     9.01e+01    2.26e+01    1.13e+01    9.36e+01
2010 04 14  0945   55300  35100     9.00e+01    2.27e+01    1.14e+01    9.35e+01
2010 04 14  0946   55300  35160     8.98e+01    2.28e+01    1.14e+01    9.34e+01
2010 04 14  0947   55300  35220     8.96e+01    2.29e+01    1.13e+01    9.32e+01
2010 04 14  0948   55300  35280     8.95e+01    2.30e+01    1.11e+01    9.30e+01
2010 04 14  0949   55300  35340     8.94e+01    2.31e+01    1.11e+01    9.30e+01
2010 04 14  0950   55300  35400     8.92e+01    2.30e+01    1.12e+01    9.28e+01
2010 04 14  0951   55300  35460     8.91e+01    2.28e+01    1.11e+01    9.26e+01
2010 04 14  0952   55300  35520     8.92e+01    2.27e+01    1.09e+01    9.27e+01
2010 04 14  0953   55300  35580     8.92e+01    2.26e+01    1.09e+01    9.26e+01
2010 04 14  0954   55300  35640     8.91e+01    2.25e+01    1.10e+01    9.25e+01
2010 04 14  0955   55300  35700     8.90e+01    2.24e+01    1.12e+01    9.24e+01
2010 04 14  0956   55300  35760     8.88e+01    2.24e+01    1.14e+01    9.22e+01
2010 04 14  0957   55300  35820     8.86e+01    2.25e+01    1.15e+01    9.22e+01
2010 04 14  0958   55300  35880     8.86e+01    2.24e+01    1.15e+01    9.21e+01
2010 04 14  0959   55300  35940     8.85e+01    2.24e+01    1.15e+01    9.20e+01
2010 04 14  1000   55300  36000     8.85e+01    2.21e+01    1.15e+01    9.20e+01
2010 04 14  1001   55300  36060     8.86e+01    2.19e+01    1.16e+01    9.20e+01
2010 04 14  1002   55300  36120     8.87e+01    2.18e+01    1.16e+01    9.21e+01
2010 04 14  1003   55300  36180     8.88e+01    2.18e+01    1.17e+01    9.21e+01
2010 04 14  1004   55300  36240     8.89e+01    2.19e+01    1.17e+01    9.23e+01
2010 04 14  1005   55300  36300     8.89e+01    2.19e+01    1.17e+01    9.23e+01
2010 04 14  1006   55300  36360     8.89e+01    2.20e+01    1.18e+01    9.24e+01
2010 04 14  1007   55300  36420     8.90e+01    2.21e+01    1.18e+01    9.25e+01
2010 04 14  1008   55300  36480     8.91e+01    2.23e+01    1.17e+01    9.25e+01
2010 04 14  1009   55300  36540     8.89e+01    2.24e+01    1.17e+01    9.25e+01
