:Data_list: 20030303_G10xr_1m.txt
:Created: 2003 Mar 04 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-10
# Location: W135
# Missing data: -1.00e+05
#
#         1-minute GOES-10 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2003 03 03  0726   52701  26760     3.39e-09    3.85e-07
2003 03 03  0727   52701  26820     3.38e-09    3.85e-07
2003 03 03  0728   52701  26880     3.40e-09    3.85e-07
2003 03 03  0729   52701  26940     3.38e-09    3.85e-07
2003 03 03  0730   52701  27000     3.38e-09    3.84e-07
2003 03 03  0731   52701  27060     3.38e-09    3.82e-07
2003 03 03  0732   52701  27120     3.42e-09    3.81e-07
2003 03 03  0733   52701  27180     3.40e-09    3.83e-07
2003 03 03  0734   52701  27240     3.39e-09    3.84e-07
2003 03 03  0735   52701  27300     3.39e-09    3.81e-07
2003 03 03  0736   52701  27360     3.40e-09    3.82e-07
2003 03 03  0737   52701  27420     3.39e-09    3.79e-07
2003 03 03  0738   52701  27480     3.39e-09    3.78e-07
2003 03 03  0739   52701  27540     3.39e-09    3.78e-07
2003 03 03  0740   52701  27600     3.40e-09    3.76e-07
2003 03 03  0741   52701  27660     4.02e-09    3.85e-07
2003 03 03  0742   52701  27720     4.49e-09    3.93e-07
2003 03 03  0743   52701  27780     3.48e-09    3.92e-07
2003 03 03  0744   52701  27840     5.27e-09    4.06e-07
2003 03 03  0745   52701  27900     5.28e-09    4.09e-07
2003 03 03  0746   52701  27960     5.28e-09    4.07e-07
2003 03 03  0747   52701  28020     5.28e-09    4.07e-07
2003 03 03  0748   52701  28080     5.23e-09    4.07e-07
2003 03 03  0749   52701  28140     4.46e-09    4.06e-07
2003 03 03  0750   52701  28200     3.63e-09    4.00e-07
2003 03 03  0751   52701  28260     3.66e-09    4.03e-07
2003 03 03  0752   52701  28320     4.31e-09    4.07e-07
2003 03 03  0753   52701  28380     3.76e-09    4.07e-07
2003 03 03  0754   52701  28440     4.30e-09    4.07e-07
2003 03 03  0755   52701  28500     4.62e-09    4.10e-07
2003 03 03  0756   52701  28560     4.34e-09    4.12e-07
2003 03 03  0757   52701  28620     5.09e-09    4.15e-07
2003 03 03  0758   52701  28680     5.17e-09    4.17e-07
2003 03 03  0759   52701  28740     4.08e-09    4.14e-07
2003 03 03  0800   52701  28800     3.47e-09    4.14e-07
2003 03 03  0801   52701  28860     3.40e-09    4.10e-07
2003 03 03  0802   52701  28920     3.38e-09    4.07e-07
2003 03 03  0803   52701  28980     3.38e-09    4.07e-07
2003 03 03  0804   52701  29040     3.38e-09    4.06e-07
2003 03 03  0805   52701  29100     3.38e-09    4.05e-07
2003 03 03  0806   52701  29160     3.40e-09    4.05e-07
2003 03 03  0807   52701  29220     3.42e-09    4.07e-07
2003 03 03  0808   52701  29280     3.38e-09    4.09e-07
2003 03 03  0809   52701  29340     3.41e-09    4.15e-07
2003 03 03  0810   52701  29400     3.43e-09    4.18e-07
2003 03 03  0811   52701  29460     3.38e-09    4.14e-07
2003 03 03  0812   52701  29520     3.38e-09    4.17e-07
2003 03 03  0813   52701  29580     3.68e-09    4.21e-07
2003 03 03  0814   52701  29640     3.53e-09    4.20e-07
2003 03 03  0815   52701  29700     3.42e-09    4.14e-07
2003 03 03  0816   52701  29760     3.45e-09    4.14e-07
2003 03 03  0817   52701  29820     3.42e-09    4.09e-07
2003 03 03  0818   52701  29880     3.42e-09    4.07e-07
2003 03 03  0819   52701  29940     3.42e-09    4.07e-07
2003 03 03  0820   52701  30000     3.39e-09    4.07e-07
2003 03 03  0821   52701  30060     3.69e-09    4.03e-07
2003 03 03  0822   52701  30120     5.28e-09    4.02e-07
2003 03 03  0823   52701  30180     4.80e-09    4.03e-07
2003 03 03  0824   52701  30240     5.20e-09    4.05e-07
2003 03 03  0825   52701  30300     5.20e-09    4.03e-07
2003 03 03  0826   52701  30360     5.28e-09    4.02e-07
2003 03 03  0827   52701  30420     5.28e-09    4.01e-07
2003 03 03  0828   52701  30480     5.28e-09    4.00e-07
2003 03 03  0829   52701  30540     5.28e-09    3.98e-07
2003 03 03  0830   52701  30600     5.28e-09    4.00e-07
2003 03 03  0831   52701  30660     5.28e-09    3.99e-07
2003 03 03  0832   52701  30720     5.27e-09    3.94e-07
2003 03 03  0833   52701  30780     4.18e-09    3.93e-07
2003 03 03  0834   52701  30840     5.19e-09    3.93e-07
2003 03 03  0835   52701  30900     5.04e-09    3.93e-07
2003 03 03  0836   52701  30960     3.65e-09    3.92e-07
2003 03 03  0837   52701  31020     4.88e-09    3.93e-07
2003 03 03  0838   52701  31080     5.28e-09    3.93e-07
2003 03 03  0839   52701  31140     5.28e-09    3.92e-07
2003 03 03  0840   52701  31200     6.74e-09    3.93e-07
2003 03 03  0841   52701  31260     5.35e-09    3.95e-07
2003 03 03  0842   52701  31320     5.30e-09    3.96e-07
2003 03 03  0843   52701  31380     5.28e-09    3.92e-07
2003 03 03  0844   52701  31440     5.28e-09    3.93e-07
2003 03 03  0845   52701  31500     5.78e-09    3.91e-07
2003 03 03  0846   52701  31560     8.91e-09    3.93e-07
2003 03 03  0847   52701  31620     9.16e-09    3.93e-07
2003 03 03  0848   52701  31680     9.46e-09    3.93e-07
2003 03 03  0849   52701  31740     8.93e-09    3.84e-07
2003 03 03  0850   52701  31800    -1.00e+05   -1.00e+05
2003 03 03  0851   52701  31860    -1.00e+05   -1.00e+05
2003 03 03  0852   52701  31920    -1.00e+05   -1.00e+05
2003 03 03  0853   52701  31980    -1.00e+05   -1.00e+05
2003 03 03  0854   52701  32040    -1.00e+05   -1.00e+05
2003 03 03  0855   52701  32100    -1.00e+05   -1.00e+05
2003 03 03  0856   52701  32160    -1.00e+05   -1.00e+05
2003 03 03  0857   52701  32220    -1.00e+05   -1.00e+05
2003 03 03  0858   52701  32280    -1.00e+05   -1.00e+05
2003 03 03  0859   52701  32340    -1.00e+05   -1.00e+05
2003 03 03  0900   52701  32400    -1.00e+05   -1.00e+05
2003 03 03  0901   52701  32460    -1.00e+05   -1.00e+05
2003 03 03  0902   52701  32520    -1.00e+05   -1.00e+05
2003 03 03  0903   52701  32580    -1.00e+05   -1.00e+05
2003 03 03  0904   52701  32640    -1.00e+05   -1.00e+05
2003 03 03  0905   52701  32700    -1.00e+05   -1.00e+05
2003 03 03  0906   52701  32760    -1.00e+05   -1.00e+05
2003 03 03  0907   52701  32820    -1.00e+05   -1.00e+05
2003 03 03  0908   52701  32880    -1.00e+05   -1.00e+05
2003 03 03  0909   52701  32940    -1.00e+05   -1.00e+05
2003 03 03  0910   52701  33000    -1.00e+05   -1.00e+05
2003 03 03  0911   52701  33060    -1.00e+05   -1.00e+05
2003 03 03  0912   52701  33120    -1.00e+05   -1.00e+05
2003 03 03  0913   52701  33180    -1.00e+05   -1.00e+05
2003 03 03  0914   52701  33240    -1.00e+05   -1.00e+05
2003 03 03  0915   52701  33300    -1.00e+05   -1.00e+05
2003 03 03  0916   52701  33360    -1.00e+05   -1.00e+05
2003 03 03  0917   52701  33420    -1.00e+05   -1.00e+05
2003 03 03  0918   52701  33480    -1.00e+05   -1.00e+05
2003 03 03  0919   52701  33540    -1.00e+05   -1.00e+05
2003 03 03  0920   52701  33600    -1.00e+05   -1.00e+05
2003 03 03  0921   52701  33660    -1.00e+05   -1.00e+05
2003 03 03  0922   52701  33720    -1.00e+05   -1.00e+05
2003 03 03  0923   52701  33780    -1.00e+05   -1.00e+05
2003 03 03  0924   52701  33840    -1.00e+05   -1.00e+05
2003 03 03  0925   52701  33900    -1.00e+05   -1.00e+05
2003 03 03  0926   52701  33960    -1.00e+05   -1.00e+05
2003 03 03  0927   52701  34020    -1.00e+05   -1.00e+05
2003 03 03  0928   52701  34080    -1.00e+05   -1.00e+05
2003 03 03  0929   52701  34140    -1.00e+05   -1.00e+05
2003 03 03  0930   52701  34200    -1.00e+05   -1.00e+05
2003 03 03  0931   52701  34260    -1.00e+05   -1.00e+05
2003 03 03  0932   52701  34320    -1.00e+05   -1.00e+05
2003 03 03  0933   52701  34380    -1.00e+05   -1.00e+05
2003 03 03  0934   52701  34440    -1.00e+05   -1.00e+05
2003 03 03  0935   52701  34500    -1.00e+05   -1.00e+05
2003 03 03  0936   52701  34560    -1.00e+05   -1.00e+05
2003 03 03  0937   52701  34620    -1.00e+05   -1.00e+05
2003 03 03  0938   52701  34680    -1.00e+05   -1.00e+05
2003 03 03  0939   52701  34740    -1.00e+05   -1.00e+05
2003 03 03  0940   52701  34800    -1.00e+05   -1.00e+05
2003 03 03  0941   52701  34860    -1.00e+05   -1.00e+05
2003 03 03  0942   52701  34920    -1.00e+05   -1.00e+05
2003 03 03  0943   52701  34980     6.76e-09   -1.00e+05
2003 03 03  0944   52701  35040     5.11e-09    4.22e-07
2003 03 03  0945   52701  35100     5.07e-09    4.15e-07
2003 03 03  0946   52701  35160     5.10e-09    4.16e-07
2003 03 03  0947   52701  35220     5.11e-09    4.21e-07
2003 03 03  0948   52701  35280     5.06e-09    4.20e-07
2003 03 03  0949   52701  35340     5.06e-09    4.16e-07
2003 03 03  0950   52701  35400     5.05e-09    4.16e-07
2003 03 03  0951   52701  35460     5.05e-09    4.14e-07
2003 03 03  0952   52701  35520     5.05e-09    4.14e-07
2003 03 03  0953   52701  35580     5.05e-09    4.15e-07
2003 03 03  0954   52701  35640     5.04e-09    4.14e-07
2003 03 03  0955   52701  35700     5.04e-09    4.13e-07
2003 03 03  0956   52701  35760     5.04e-09    4.12e-07
2003 03 03  0957   52701  35820     5.04e-09    4.08e-07
2003 03 03  0958   52701  35880     5.04e-09    4.07e-07
2003 03 03  0959   52701  35940     5.04e-09    4.07e-07
2003 03 03  1000   52701  36000     5.03e-09    4.07e-07
2003 03 03  1001   52701  36060     5.03e-09    4.07e-07
2003 03 03  1002   52701  36120     5.03e-09    4.06e-07
2003 03 03  1003   52701  36180     5.03e-09    4.00e-07
2003 03 03  1004   52701  36240     5.05e-09    3.99e-07
2003 03 03  1005   52701  36300     5.03e-09    3.99e-07
2003 03 03  1006   52701  36360     5.03e-09    3.95e-07
2003 03 03  1007   52701  36420     5.01e-09    3.93e-07
2003 03 03  1008   52701  36480     4.93e-09    3.92e-07
2003 03 03  1009   52701  36540     4.86e-09    3.92e-07
2003 03 03  1010   52701  36600     4.65e-09    3.92e-07
2003 03 03  1011   52701  36660     4.01e-09    3.92e-07
2003 03 03  1012   52701  36720     3.42e-09    3.87e-07
2003 03 03  1013   52701  36780     3.86e-09    3.86e-07
2003 03 03  1014   52701  36840     4.06e-09    3.91e-07
2003 03 03  1015   52701  36900     4.75e-09    3.93e-07
2003 03 03  1016   52701  36960     5.02e-09    4.00e-07
2003 03 03  1017   52701  37020     5.04e-09    4.10e-07
2003 03 03  1018   52701  37080     5.02e-09    4.13e-07
2003 03 03  1019   52701  37140     5.02e-09    4.13e-07
2003 03 03  1020   52701  37200     5.02e-09    4.13e-07
2003 03 03  1021   52701  37260     5.02e-09    4.12e-07
2003 03 03  1022   52701  37320     5.02e-09    4.07e-07
2003 03 03  1023   52701  37380     5.02e-09    4.06e-07
2003 03 03  1024   52701  37440     5.02e-09    4.05e-07
2003 03 03  1025   52701  37500     5.02e-09    4.00e-07
2003 03 03  1026   52701  37560     5.02e-09    3.99e-07
2003 03 03  1027   52701  37620     5.02e-09    3.99e-07
2003 03 03  1028   52701  37680     5.02e-09    3.99e-07
2003 03 03  1029   52701  37740     5.00e-09    3.99e-07
2003 03 03  1030   52701  37800     4.92e-09    3.95e-07
2003 03 03  1031   52701  37860     4.50e-09    3.93e-07
2003 03 03  1032   52701  37920     3.52e-09    3.92e-07
2003 03 03  1033   52701  37980     3.27e-09    3.88e-07
2003 03 03  1034   52701  38040     3.27e-09    3.85e-07
2003 03 03  1035   52701  38100     3.36e-09    3.87e-07
2003 03 03  1036   52701  38160     3.88e-09    3.92e-07
2003 03 03  1037   52701  38220     3.28e-09    3.86e-07
2003 03 03  1038   52701  38280     3.16e-09    3.84e-07
2003 03 03  1039   52701  38340     3.19e-09    3.80e-07
2003 03 03  1040   52701  38400     3.24e-09    3.78e-07
2003 03 03  1041   52701  38460     3.16e-09    3.78e-07
2003 03 03  1042   52701  38520     3.14e-09    3.74e-07
2003 03 03  1043   52701  38580     3.16e-09    3.71e-07
2003 03 03  1044   52701  38640     3.14e-09    3.71e-07
2003 03 03  1045   52701  38700     3.17e-09    3.71e-07
2003 03 03  1046   52701  38760     3.14e-09    3.71e-07
2003 03 03  1047   52701  38820     3.14e-09    3.71e-07
2003 03 03  1048   52701  38880     3.14e-09    3.71e-07
2003 03 03  1049   52701  38940     3.16e-09    3.71e-07
2003 03 03  1050   52701  39000     3.14e-09    3.70e-07
2003 03 03  1051   52701  39060     3.14e-09    3.67e-07
2003 03 03  1052   52701  39120     3.14e-09    3.64e-07
2003 03 03  1053   52701  39180     3.14e-09    3.64e-07
2003 03 03  1054   52701  39240     3.14e-09    3.64e-07
2003 03 03  1055   52701  39300     3.16e-09    3.64e-07
2003 03 03  1056   52701  39360     3.14e-09    3.64e-07
2003 03 03  1057   52701  39420     3.14e-09    3.64e-07
2003 03 03  1058   52701  39480     3.14e-09    3.65e-07
2003 03 03  1059   52701  39540     3.14e-09    3.64e-07
2003 03 03  1100   52701  39600     3.16e-09    3.64e-07
2003 03 03  1101   52701  39660     3.14e-09    3.58e-07
2003 03 03  1102   52701  39720     3.15e-09    3.57e-07
2003 03 03  1103   52701  39780     3.16e-09    3.57e-07
2003 03 03  1104   52701  39840     3.15e-09    3.57e-07
2003 03 03  1105   52701  39900     3.15e-09    3.57e-07
2003 03 03  1106   52701  39960     3.16e-09    3.57e-07
2003 03 03  1107   52701  40020     3.15e-09    3.57e-07
2003 03 03  1108   52701  40080     3.15e-09    3.55e-07
2003 03 03  1109   52701  40140     3.15e-09    3.52e-07
2003 03 03  1110   52701  40200     3.15e-09    3.50e-07
2003 03 03  1111   52701  40260     3.15e-09    3.50e-07
2003 03 03  1112   52701  40320     3.15e-09    3.49e-07
2003 03 03  1113   52701  40380     3.15e-09    3.44e-07
2003 03 03  1114   52701  40440     3.15e-09    3.43e-07
2003 03 03  1115   52701  40500     3.15e-09    3.43e-07
2003 03 03  1116   52701  40560     3.15e-09    3.43e-07
2003 03 03  1117   52701  40620     3.16e-09    3.43e-07
2003 03 03  1118   52701  40680     3.16e-09    3.43e-07
2003 03 03  1119   52701  40740     3.17e-09    3.43e-07
2003 03 03  1120   52701  40800     3.16e-09    3.43e-07
2003 03 03  1121   52701  40860     3.16e-09    3.41e-07
2003 03 03  1122   52701  40920     3.16e-09    3.37e-07
2003 03 03  1123   52701  40980     3.16e-09    3.41e-07
2003 03 03  1124   52701  41040     3.16e-09    3.43e-07
2003 03 03  1125   52701  41100     3.17e-09    3.43e-07
2003 03 03  1126   52701  41160     3.16e-09    3.43e-07
2003 03 03  1127   52701  41220     3.16e-09    3.43e-07
2003 03 03  1128   52701  41280     3.16e-09    3.43e-07
2003 03 03  1129   52701  41340     3.17e-09    3.44e-07
2003 03 03  1130   52701  41400     3.16e-09    3.46e-07
2003 03 03  1131   52701  41460     3.16e-09    3.48e-07
2003 03 03  1132   52701  41520     3.16e-09    3.46e-07
2003 03 03  1133   52701  41580     3.16e-09    3.44e-07
2003 03 03  1134   52701  41640     3.18e-09    3.43e-07
2003 03 03  1135   52701  41700     3.16e-09    3.43e-07
2003 03 03  1136   52701  41760     3.16e-09    3.43e-07
2003 03 03  1137   52701  41820     3.16e-09    3.43e-07
2003 03 03  1138   52701  41880     3.16e-09    3.43e-07
2003 03 03  1139   52701  41940     3.19e-09    3.43e-07
2003 03 03  1140   52701  42000     3.16e-09    3.44e-07
2003 03 03  1141   52701  42060     3.16e-09    3.49e-07
2003 03 03  1142   52701  42120     3.16e-09    3.50e-07
2003 03 03  1143   52701  42180     3.20e-09    3.51e-07
2003 03 03  1144   52701  42240     3.17e-09    3.57e-07
2003 03 03  1145   52701  42300     3.22e-09    3.60e-07
2003 03 03  1146   52701  42360     3.17e-09    3.65e-07
2003 03 03  1147   52701  42420     3.23e-09    3.70e-07
2003 03 03  1148   52701  42480     3.60e-09    3.75e-07
2003 03 03  1149   52701  42540     4.83e-09    3.79e-07
2003 03 03  1150   52701  42600     4.91e-09    3.85e-07
2003 03 03  1151   52701  42660     4.92e-09    3.86e-07
2003 03 03  1152   52701  42720     5.05e-09    3.94e-07
2003 03 03  1153   52701  42780     5.07e-09    4.02e-07
2003 03 03  1154   52701  42840     5.05e-09    4.02e-07
2003 03 03  1155   52701  42900     5.06e-09    4.02e-07
2003 03 03  1156   52701  42960     5.06e-09    3.97e-07
2003 03 03  1157   52701  43020     4.82e-09    3.92e-07
2003 03 03  1158   52701  43080     3.95e-09    3.88e-07
2003 03 03  1159   52701  43140     3.96e-09    3.88e-07
2003 03 03  1200   52701  43200     4.27e-09    3.88e-07
2003 03 03  1201   52701  43260     3.79e-09    3.86e-07
2003 03 03  1202   52701  43320     3.55e-09    3.86e-07
2003 03 03  1203   52701  43380     3.31e-09    3.86e-07
2003 03 03  1204   52701  43440     3.31e-09    3.86e-07
2003 03 03  1205   52701  43500     3.34e-09    3.87e-07
2003 03 03  1206   52701  43560     3.26e-09    3.86e-07
2003 03 03  1207   52701  43620     3.26e-09    3.86e-07
2003 03 03  1208   52701  43680     3.18e-09    3.86e-07
2003 03 03  1209   52701  43740     3.22e-09    3.86e-07
2003 03 03  1210   52701  43800     3.18e-09    3.86e-07
2003 03 03  1211   52701  43860     3.18e-09    3.84e-07
2003 03 03  1212   52701  43920     3.18e-09    3.82e-07
2003 03 03  1213   52701  43980     3.19e-09    3.80e-07
2003 03 03  1214   52701  44040     3.20e-09    3.84e-07
2003 03 03  1215   52701  44100     3.19e-09    3.79e-07
2003 03 03  1216   52701  44160     3.22e-09    3.78e-07
2003 03 03  1217   52701  44220     3.19e-09    3.73e-07
2003 03 03  1218   52701  44280     3.19e-09    3.72e-07
2003 03 03  1219   52701  44340     3.19e-09    3.72e-07
2003 03 03  1220   52701  44400     3.19e-09    3.72e-07
2003 03 03  1221   52701  44460     3.19e-09    3.66e-07
2003 03 03  1222   52701  44520     3.19e-09    3.65e-07
2003 03 03  1223   52701  44580     3.19e-09    3.65e-07
2003 03 03  1224   52701  44640     3.19e-09    3.65e-07
2003 03 03  1225   52701  44700     3.19e-09    3.65e-07
2003 03 03  1226   52701  44760     3.19e-09    3.65e-07
2003 03 03  1227   52701  44820     3.19e-09    3.65e-07
2003 03 03  1228   52701  44880     3.19e-09    3.65e-07
2003 03 03  1229   52701  44940     3.19e-09    3.64e-07
2003 03 03  1230   52701  45000     3.22e-09    3.61e-07
2003 03 03  1231   52701  45060     3.19e-09    3.59e-07
2003 03 03  1232   52701  45120     3.21e-09    3.59e-07
2003 03 03  1233   52701  45180     3.19e-09    3.58e-07
2003 03 03  1234   52701  45240     3.19e-09    3.58e-07
2003 03 03  1235   52701  45300     3.20e-09    3.58e-07
2003 03 03  1236   52701  45360     3.20e-09    3.58e-07
2003 03 03  1237   52701  45420     3.22e-09    3.59e-07
2003 03 03  1238   52701  45480     3.20e-09    3.62e-07
2003 03 03  1239   52701  45540     3.20e-09    3.66e-07
2003 03 03  1240   52701  45600     3.22e-09    3.66e-07
2003 03 03  1241   52701  45660     3.23e-09    3.66e-07
2003 03 03  1242   52701  45720     3.20e-09    3.66e-07
2003 03 03  1243   52701  45780     3.23e-09    3.66e-07
2003 03 03  1244   52701  45840     3.27e-09    3.70e-07
2003 03 03  1245   52701  45900     4.99e-09    3.80e-07
2003 03 03  1246   52701  45960     5.09e-09    3.89e-07
2003 03 03  1247   52701  46020     5.09e-09    4.00e-07
2003 03 03  1248   52701  46080     5.11e-09    4.12e-07
2003 03 03  1249   52701  46140     5.38e-09    4.16e-07
2003 03 03  1250   52701  46200     6.98e-09    4.28e-07
2003 03 03  1251   52701  46260     6.98e-09    4.33e-07
2003 03 03  1252   52701  46320     6.98e-09    4.31e-07
2003 03 03  1253   52701  46380     6.98e-09    4.30e-07
2003 03 03  1254   52701  46440     7.35e-09    4.45e-07
2003 03 03  1255   52701  46500     9.29e-09    4.73e-07
2003 03 03  1256   52701  46560     1.14e-08    5.06e-07
2003 03 03  1257   52701  46620     1.24e-08    5.20e-07
2003 03 03  1258   52701  46680     1.08e-08    5.15e-07
2003 03 03  1259   52701  46740     1.07e-08    5.15e-07
2003 03 03  1300   52701  46800     1.07e-08    5.14e-07
2003 03 03  1301   52701  46860     9.15e-09    5.07e-07
2003 03 03  1302   52701  46920     8.87e-09    4.99e-07
2003 03 03  1303   52701  46980     8.85e-09    4.89e-07
2003 03 03  1304   52701  47040     7.67e-09    4.78e-07
2003 03 03  1305   52701  47100     6.98e-09    4.68e-07
2003 03 03  1306   52701  47160     6.98e-09    4.57e-07
2003 03 03  1307   52701  47220     6.98e-09    4.52e-07
2003 03 03  1308   52701  47280     6.99e-09    4.45e-07
2003 03 03  1309   52701  47340     6.99e-09    4.41e-07
2003 03 03  1310   52701  47400     6.99e-09    4.37e-07
2003 03 03  1311   52701  47460     6.99e-09    4.36e-07
2003 03 03  1312   52701  47520     6.98e-09    4.30e-07
2003 03 03  1313   52701  47580     7.02e-09    4.30e-07
2003 03 03  1314   52701  47640     6.99e-09    4.29e-07
2003 03 03  1315   52701  47700     6.99e-09    4.24e-07
2003 03 03  1316   52701  47760     6.99e-09    4.23e-07
2003 03 03  1317   52701  47820     7.00e-09    4.22e-07
2003 03 03  1318   52701  47880     6.99e-09    4.17e-07
2003 03 03  1319   52701  47940     7.04e-09    4.16e-07
2003 03 03  1320   52701  48000     6.99e-09    4.16e-07
2003 03 03  1321   52701  48060     6.99e-09    4.14e-07
2003 03 03  1322   52701  48120     7.05e-09    4.09e-07
2003 03 03  1323   52701  48180     6.99e-09    4.09e-07
2003 03 03  1324   52701  48240     7.01e-09    4.09e-07
2003 03 03  1325   52701  48300     7.38e-09    4.13e-07
2003 03 03  1326   52701  48360     8.72e-09    4.16e-07
2003 03 03  1327   52701  48420     8.80e-09    4.16e-07
2003 03 03  1328   52701  48480     8.58e-09    4.13e-07
2003 03 03  1329   52701  48540     8.21e-09    4.09e-07
2003 03 03  1330   52701  48600     7.48e-09    4.04e-07
2003 03 03  1331   52701  48660     7.06e-09    4.03e-07
2003 03 03  1332   52701  48720     7.03e-09    4.02e-07
2003 03 03  1333   52701  48780     7.02e-09    4.02e-07
2003 03 03  1334   52701  48840     7.07e-09    4.02e-07
2003 03 03  1335   52701  48900     7.18e-09    4.02e-07
2003 03 03  1336   52701  48960     7.81e-09    4.02e-07
2003 03 03  1337   52701  49020     7.70e-09    4.02e-07
2003 03 03  1338   52701  49080     7.73e-09    4.02e-07
2003 03 03  1339   52701  49140     7.84e-09    4.02e-07
2003 03 03  1340   52701  49200     8.52e-09    4.02e-07
2003 03 03  1341   52701  49260     8.84e-09    4.02e-07
2003 03 03  1342   52701  49320     8.89e-09    4.02e-07
2003 03 03  1343   52701  49380     8.84e-09    4.02e-07
2003 03 03  1344   52701  49440     8.89e-09    4.02e-07
2003 03 03  1345   52701  49500     8.89e-09    4.03e-07
2003 03 03  1346   52701  49560     8.89e-09    4.04e-07
2003 03 03  1347   52701  49620     8.89e-09    4.03e-07
2003 03 03  1348   52701  49680     8.89e-09    4.09e-07
2003 03 03  1349   52701  49740     8.90e-09    4.10e-07
2003 03 03  1350   52701  49800     8.90e-09    4.09e-07
2003 03 03  1351   52701  49860     8.90e-09    4.04e-07
2003 03 03  1352   52701  49920     8.85e-09    4.00e-07
2003 03 03  1353   52701  49980     8.46e-09    3.95e-07
2003 03 03  1354   52701  50040     7.29e-09    3.95e-07
2003 03 03  1355   52701  50100     7.12e-09    3.91e-07
2003 03 03  1356   52701  50160     7.01e-09    3.88e-07
2003 03 03  1357   52701  50220     7.09e-09    3.88e-07
2003 03 03  1358   52701  50280     7.03e-09    3.88e-07
2003 03 03  1359   52701  50340     7.03e-09    3.89e-07
2003 03 03  1400   52701  50400     7.02e-09    3.90e-07
2003 03 03  1401   52701  50460     7.02e-09    3.89e-07
2003 03 03  1402   52701  50520     7.02e-09    3.88e-07
2003 03 03  1403   52701  50580     7.02e-09    3.88e-07
2003 03 03  1404   52701  50640     7.03e-09    3.88e-07
2003 03 03  1405   52701  50700     7.02e-09    3.89e-07
2003 03 03  1406   52701  50760     7.02e-09    3.94e-07
2003 03 03  1407   52701  50820     7.06e-09    3.95e-07
2003 03 03  1408   52701  50880     7.24e-09    3.97e-07
2003 03 03  1409   52701  50940     7.03e-09    3.96e-07
2003 03 03  1410   52701  51000     7.03e-09    3.94e-07
2003 03 03  1411   52701  51060     7.02e-09    3.89e-07
2003 03 03  1412   52701  51120     7.02e-09    3.88e-07
2003 03 03  1413   52701  51180     7.02e-09    3.88e-07
2003 03 03  1414   52701  51240     7.02e-09    3.88e-07
2003 03 03  1415   52701  51300     7.02e-09    3.84e-07
2003 03 03  1416   52701  51360     7.02e-09    3.81e-07
2003 03 03  1417   52701  51420     7.02e-09    3.81e-07
2003 03 03  1418   52701  51480     7.06e-09    3.81e-07
2003 03 03  1419   52701  51540     7.03e-09    3.79e-07
2003 03 03  1420   52701  51600     7.03e-09    3.77e-07
2003 03 03  1421   52701  51660     7.03e-09    3.75e-07
2003 03 03  1422   52701  51720     7.03e-09    3.74e-07
2003 03 03  1423   52701  51780     7.03e-09    3.74e-07
2003 03 03  1424   52701  51840     7.03e-09    3.74e-07
2003 03 03  1425   52701  51900     7.03e-09    3.74e-07
2003 03 03  1426   52701  51960     7.03e-09    3.70e-07
2003 03 03  1427   52701  52020     7.03e-09    3.68e-07
2003 03 03  1428   52701  52080     7.03e-09    3.67e-07
2003 03 03  1429   52701  52140     7.03e-09    3.67e-07
2003 03 03  1430   52701  52200     7.03e-09    3.67e-07
2003 03 03  1431   52701  52260     7.03e-09    3.67e-07
2003 03 03  1432   52701  52320     6.98e-09    3.67e-07
2003 03 03  1433   52701  52380     6.81e-09    3.66e-07
2003 03 03  1434   52701  52440     6.94e-09    3.67e-07
2003 03 03  1435   52701  52500     6.86e-09    3.67e-07
2003 03 03  1436   52701  52560     6.81e-09    3.67e-07
2003 03 03  1437   52701  52620     7.02e-09    3.67e-07
2003 03 03  1438   52701  52680     7.03e-09    3.70e-07
2003 03 03  1439   52701  52740     7.02e-09    3.74e-07
2003 03 03  1440   52701  52800     7.03e-09    3.74e-07
2003 03 03  1441   52701  52860     7.04e-09    3.74e-07
2003 03 03  1442   52701  52920     7.04e-09    3.74e-07
2003 03 03  1443   52701  52980     6.89e-09    3.74e-07
2003 03 03  1444   52701  53040     6.40e-09    3.74e-07
2003 03 03  1445   52701  53100     6.80e-09    3.73e-07
2003 03 03  1446   52701  53160     7.04e-09    3.70e-07
2003 03 03  1447   52701  53220     6.59e-09    3.68e-07
2003 03 03  1448   52701  53280     6.72e-09    3.67e-07
2003 03 03  1449   52701  53340     5.97e-09    3.67e-07
2003 03 03  1450   52701  53400     5.39e-09    3.67e-07
2003 03 03  1451   52701  53460     5.73e-09    3.67e-07
2003 03 03  1452   52701  53520     6.77e-09    3.69e-07
2003 03 03  1453   52701  53580     7.04e-09    3.79e-07
2003 03 03  1454   52701  53640     7.04e-09    3.82e-07
2003 03 03  1455   52701  53700     6.72e-09    3.81e-07
2003 03 03  1456   52701  53760     6.23e-09    3.75e-07
2003 03 03  1457   52701  53820     6.46e-09    3.74e-07
