:Data_list: 20070311_G11xr_1m.txt
:Created: 2007 Mar 12 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-11
# Location: W136
# Missing data: -1.00e+05
#
#         1-minute GOES-11 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2007 03 11  0726   54170  26760     1.10e-09    3.73e-09
2007 03 11  0727   54170  26820     1.10e-09    3.73e-09
2007 03 11  0728   54170  26880     1.12e-09    3.73e-09
2007 03 11  0729   54170  26940     1.13e-09    3.73e-09
2007 03 11  0730   54170  27000     1.10e-09    3.73e-09
2007 03 11  0731   54170  27060     1.15e-09    3.73e-09
2007 03 11  0732   54170  27120     1.10e-09    3.73e-09
2007 03 11  0733   54170  27180     1.10e-09    3.73e-09
2007 03 11  0734   54170  27240     1.10e-09    3.73e-09
2007 03 11  0735   54170  27300     1.10e-09    3.73e-09
2007 03 11  0736   54170  27360     1.10e-09    3.73e-09
2007 03 11  0737   54170  27420     1.12e-09    3.73e-09
2007 03 11  0738   54170  27480     1.10e-09    3.73e-09
2007 03 11  0739   54170  27540     1.10e-09    3.73e-09
2007 03 11  0740   54170  27600     1.12e-09    3.73e-09
2007 03 11  0741   54170  27660     1.10e-09    3.73e-09
2007 03 11  0742   54170  27720     1.10e-09    3.73e-09
2007 03 11  0743   54170  27780     1.10e-09    3.73e-09
2007 03 11  0744   54170  27840     1.14e-09    3.73e-09
2007 03 11  0745   54170  27900     1.17e-09    3.73e-09
2007 03 11  0746   54170  27960     1.15e-09    3.73e-09
2007 03 11  0747   54170  28020     1.12e-09    3.73e-09
2007 03 11  0748   54170  28080     1.17e-09    3.73e-09
2007 03 11  0749   54170  28140     1.12e-09    3.73e-09
2007 03 11  0750   54170  28200     1.27e-09    3.73e-09
2007 03 11  0751   54170  28260     1.11e-09    3.73e-09
2007 03 11  0752   54170  28320     1.14e-09    3.73e-09
2007 03 11  0753   54170  28380     1.22e-09    3.73e-09
2007 03 11  0754   54170  28440     1.10e-09    3.73e-09
2007 03 11  0755   54170  28500     1.10e-09    3.73e-09
2007 03 11  0756   54170  28560     1.14e-09    3.73e-09
2007 03 11  0757   54170  28620     1.11e-09    3.73e-09
2007 03 11  0758   54170  28680     1.12e-09    3.73e-09
2007 03 11  0759   54170  28740     1.10e-09    3.73e-09
2007 03 11  0800   54170  28800     1.14e-09    3.73e-09
2007 03 11  0801   54170  28860     1.10e-09    3.73e-09
2007 03 11  0802   54170  28920     1.10e-09    3.73e-09
2007 03 11  0803   54170  28980     1.14e-09    3.73e-09
2007 03 11  0804   54170  29040     1.10e-09    3.73e-09
2007 03 11  0805   54170  29100     1.10e-09    3.73e-09
2007 03 11  0806   54170  29160     1.14e-09    3.73e-09
2007 03 11  0807   54170  29220     1.11e-09    3.73e-09
2007 03 11  0808   54170  29280     1.12e-09    3.73e-09
2007 03 11  0809   54170  29340     1.14e-09    3.73e-09
2007 03 11  0810   54170  29400     1.14e-09    3.73e-09
2007 03 11  0811   54170  29460     1.11e-09    3.73e-09
2007 03 11  0812   54170  29520     1.11e-09    3.73e-09
2007 03 11  0813   54170  29580     1.11e-09    3.73e-09
2007 03 11  0814   54170  29640     1.11e-09    3.73e-09
2007 03 11  0815   54170  29700     1.16e-09    3.73e-09
2007 03 11  0816   54170  29760     1.11e-09    3.73e-09
2007 03 11  0817   54170  29820     1.14e-09    3.73e-09
2007 03 11  0818   54170  29880     1.10e-09    3.73e-09
2007 03 11  0819   54170  29940     1.11e-09    3.73e-09
2007 03 11  0820   54170  30000     1.11e-09    3.73e-09
2007 03 11  0821   54170  30060     1.14e-09    3.73e-09
2007 03 11  0822   54170  30120     1.11e-09    3.73e-09
2007 03 11  0823   54170  30180     1.10e-09    3.73e-09
2007 03 11  0824   54170  30240     1.12e-09    3.73e-09
2007 03 11  0825   54170  30300     1.15e-09    3.73e-09
2007 03 11  0826   54170  30360     1.22e-09    3.73e-09
2007 03 11  0827   54170  30420     1.14e-09    3.73e-09
2007 03 11  0828   54170  30480     1.11e-09    3.73e-09
2007 03 11  0829   54170  30540     1.11e-09    3.73e-09
2007 03 11  0830   54170  30600     1.11e-09    3.73e-09
2007 03 11  0831   54170  30660     1.11e-09    3.73e-09
2007 03 11  0832   54170  30720     1.12e-09    3.73e-09
2007 03 11  0833   54170  30780     1.11e-09    3.73e-09
2007 03 11  0834   54170  30840     1.11e-09    3.73e-09
2007 03 11  0835   54170  30900     1.16e-09    3.73e-09
2007 03 11  0836   54170  30960     1.11e-09    3.73e-09
2007 03 11  0837   54170  31020     1.12e-09    3.73e-09
2007 03 11  0838   54170  31080     1.12e-09    3.73e-09
2007 03 11  0839   54170  31140     1.11e-09    3.73e-09
2007 03 11  0840   54170  31200    -1.00e+05   -1.00e+05
2007 03 11  0841   54170  31260    -1.00e+05   -1.00e+05
2007 03 11  0842   54170  31320    -1.00e+05   -1.00e+05
2007 03 11  0843   54170  31380    -1.00e+05   -1.00e+05
2007 03 11  0844   54170  31440    -1.00e+05   -1.00e+05
2007 03 11  0845   54170  31500    -1.00e+05   -1.00e+05
2007 03 11  0846   54170  31560    -1.00e+05   -1.00e+05
2007 03 11  0847   54170  31620    -1.00e+05   -1.00e+05
2007 03 11  0848   54170  31680    -1.00e+05   -1.00e+05
2007 03 11  0849   54170  31740    -1.00e+05   -1.00e+05
2007 03 11  0850   54170  31800    -1.00e+05   -1.00e+05
2007 03 11  0851   54170  31860    -1.00e+05   -1.00e+05
2007 03 11  0852   54170  31920    -1.00e+05   -1.00e+05
2007 03 11  0853   54170  31980    -1.00e+05   -1.00e+05
2007 03 11  0854   54170  32040    -1.00e+05   -1.00e+05
2007 03 11  0855   54170  32100    -1.00e+05   -1.00e+05
2007 03 11  0856   54170  32160    -1.00e+05   -1.00e+05
2007 03 11  0857   54170  32220    -1.00e+05   -1.00e+05
2007 03 11  0858   54170  32280    -1.00e+05   -1.00e+05
2007 03 11  0859   54170  32340    -1.00e+05   -1.00e+05
2007 03 11  0900   54170  32400    -1.00e+05   -1.00e+05
2007 03 11  0901   54170  32460    -1.00e+05   -1.00e+05
2007 03 11  0902   54170  32520    -1.00e+05   -1.00e+05
2007 03 11  0903   54170  32580    -1.00e+05   -1.00e+05
2007 03 11  0904   54170  32640    -1.00e+05   -1.00e+05
2007 03 11  0905   54170  32700    -1.00e+05   -1.00e+05
2007 03 11  0906   54170  32760    -1.00e+05   -1.00e+05
2007 03 11  0907   54170  32820    -1.00e+05   -1.00e+05
2007 03 11  0908   54170  32880    -1.00e+05   -1.00e+05
2007 03 11  0909   54170  32940    -1.00e+05   -1.00e+05
2007 03 11  0910   54170  33000    -1.00e+05   -1.00e+05
2007 03 11  0911   54170  33060    -1.00e+05   -1.00e+05
2007 03 11  0912   54170  33120    -1.00e+05   -1.00e+05
2007 03 11  0913   54170  33180    -1.00e+05   -1.00e+05
2007 03 11  0914   54170  33240    -1.00e+05   -1.00e+05
2007 03 11  0915   54170  33300    -1.00e+05   -1.00e+05
2007 03 11  0916   54170  33360    -1.00e+05   -1.00e+05
2007 03 11  0917   54170  33420    -1.00e+05   -1.00e+05
2007 03 11  0918   54170  33480    -1.00e+05   -1.00e+05
2007 03 11  0919   54170  33540    -1.00e+05   -1.00e+05
2007 03 11  0920   54170  33600    -1.00e+05   -1.00e+05
2007 03 11  0921   54170  33660    -1.00e+05   -1.00e+05
2007 03 11  0922   54170  33720    -1.00e+05   -1.00e+05
2007 03 11  0923   54170  33780    -1.00e+05   -1.00e+05
2007 03 11  0924   54170  33840    -1.00e+05   -1.00e+05
2007 03 11  0925   54170  33900    -1.00e+05   -1.00e+05
2007 03 11  0926   54170  33960    -1.00e+05   -1.00e+05
2007 03 11  0927   54170  34020    -1.00e+05   -1.00e+05
2007 03 11  0928   54170  34080    -1.00e+05   -1.00e+05
2007 03 11  0929   54170  34140    -1.00e+05   -1.00e+05
2007 03 11  0930   54170  34200    -1.00e+05   -1.00e+05
2007 03 11  0931   54170  34260    -1.00e+05   -1.00e+05
2007 03 11  0932   54170  34320    -1.00e+05   -1.00e+05
2007 03 11  0933   54170  34380    -1.00e+05   -1.00e+05
2007 03 11  0934   54170  34440    -1.00e+05   -1.00e+05
2007 03 11  0935   54170  34500    -1.00e+05   -1.00e+05
2007 03 11  0936   54170  34560    -1.00e+05   -1.00e+05
2007 03 11  0937   54170  34620    -1.00e+05   -1.00e+05
2007 03 11  0938   54170  34680    -1.00e+05   -1.00e+05
2007 03 11  0939   54170  34740    -1.00e+05   -1.00e+05
2007 03 11  0940   54170  34800    -1.00e+05   -1.00e+05
2007 03 11  0941   54170  34860    -1.00e+05   -1.00e+05
2007 03 11  0942   54170  34920    -1.00e+05   -1.00e+05
2007 03 11  0943   54170  34980    -1.00e+05   -1.00e+05
2007 03 11  0944   54170  35040    -1.00e+05   -1.00e+05
2007 03 11  0945   54170  35100    -1.00e+05   -1.00e+05
2007 03 11  0946   54170  35160    -1.00e+05   -1.00e+05
2007 03 11  0947   54170  35220    -1.00e+05   -1.00e+05
2007 03 11  0948   54170  35280    -1.00e+05   -1.00e+05
2007 03 11  0949   54170  35340    -1.00e+05   -1.00e+05
2007 03 11  0950   54170  35400    -1.00e+05   -1.00e+05
2007 03 11  0951   54170  35460     1.02e-08    3.73e-09
2007 03 11  0952   54170  35520     1.03e-08    3.73e-09
2007 03 11  0953   54170  35580     1.02e-08    3.73e-09
2007 03 11  0954   54170  35640     8.57e-09    3.73e-09
2007 03 11  0955   54170  35700     8.32e-09    3.73e-09
2007 03 11  0956   54170  35760     8.47e-09    3.73e-09
2007 03 11  0957   54170  35820     8.33e-09    3.73e-09
2007 03 11  0958   54170  35880     8.31e-09    3.73e-09
2007 03 11  0959   54170  35940     8.31e-09    3.73e-09
2007 03 11  1000   54170  36000     8.31e-09    3.73e-09
2007 03 11  1001   54170  36060     8.30e-09    3.73e-09
2007 03 11  1002   54170  36120     8.36e-09    3.73e-09
2007 03 11  1003   54170  36180     9.01e-09    3.74e-09
2007 03 11  1004   54170  36240     9.88e-09    3.73e-09
2007 03 11  1005   54170  36300     1.03e-08    3.73e-09
2007 03 11  1006   54170  36360     1.03e-08    3.73e-09
2007 03 11  1007   54170  36420     1.03e-08    3.74e-09
2007 03 11  1008   54170  36480     1.03e-08    3.86e-09
2007 03 11  1009   54170  36540     1.03e-08    4.16e-09
2007 03 11  1010   54170  36600     8.91e-09    3.74e-09
2007 03 11  1011   54170  36660     9.30e-09    3.73e-09
2007 03 11  1012   54170  36720     8.41e-09    3.73e-09
2007 03 11  1013   54170  36780     8.18e-09    3.73e-09
2007 03 11  1014   54170  36840     8.28e-09    3.74e-09
2007 03 11  1015   54170  36900     8.33e-09    3.74e-09
2007 03 11  1016   54170  36960     8.37e-09    3.74e-09
2007 03 11  1017   54170  37020     8.35e-09    3.73e-09
2007 03 11  1018   54170  37080     8.10e-09    3.73e-09
2007 03 11  1019   54170  37140     7.84e-09    3.73e-09
2007 03 11  1020   54170  37200     7.73e-09    3.73e-09
2007 03 11  1021   54170  37260     6.84e-09    3.73e-09
2007 03 11  1022   54170  37320     7.56e-09    3.73e-09
2007 03 11  1023   54170  37380     6.69e-09    3.73e-09
2007 03 11  1024   54170  37440     7.66e-09    3.73e-09
2007 03 11  1025   54170  37500     8.00e-09    3.73e-09
2007 03 11  1026   54170  37560     8.35e-09    3.73e-09
2007 03 11  1027   54170  37620     6.70e-09    3.73e-09
2007 03 11  1028   54170  37680     7.33e-09    3.73e-09
2007 03 11  1029   54170  37740     8.34e-09    3.73e-09
2007 03 11  1030   54170  37800     7.15e-09    3.73e-09
2007 03 11  1031   54170  37860     6.83e-09    3.73e-09
2007 03 11  1032   54170  37920     6.72e-09    3.73e-09
2007 03 11  1033   54170  37980     6.64e-09    3.73e-09
2007 03 11  1034   54170  38040     6.41e-09    3.73e-09
2007 03 11  1035   54170  38100     6.41e-09    3.73e-09
2007 03 11  1036   54170  38160     6.41e-09    3.73e-09
2007 03 11  1037   54170  38220     6.41e-09    3.73e-09
2007 03 11  1038   54170  38280     6.41e-09    3.73e-09
2007 03 11  1039   54170  38340     6.45e-09    3.73e-09
2007 03 11  1040   54170  38400     7.73e-09    3.73e-09
2007 03 11  1041   54170  38460     7.46e-09    3.73e-09
2007 03 11  1042   54170  38520     7.43e-09    3.73e-09
2007 03 11  1043   54170  38580     8.30e-09    3.73e-09
2007 03 11  1044   54170  38640     8.39e-09    3.73e-09
2007 03 11  1045   54170  38700     8.37e-09    3.73e-09
2007 03 11  1046   54170  38760     8.37e-09    3.73e-09
2007 03 11  1047   54170  38820     8.37e-09    3.73e-09
2007 03 11  1048   54170  38880     8.37e-09    3.73e-09
2007 03 11  1049   54170  38940     8.37e-09    3.73e-09
2007 03 11  1050   54170  39000     8.37e-09    3.73e-09
2007 03 11  1051   54170  39060     8.39e-09    3.73e-09
2007 03 11  1052   54170  39120     8.37e-09    3.73e-09
2007 03 11  1053   54170  39180     8.12e-09    3.73e-09
2007 03 11  1054   54170  39240     7.24e-09    3.73e-09
2007 03 11  1055   54170  39300     7.02e-09    3.73e-09
2007 03 11  1056   54170  39360     7.70e-09    3.73e-09
2007 03 11  1057   54170  39420     7.29e-09    3.73e-09
2007 03 11  1058   54170  39480     7.11e-09    3.73e-09
2007 03 11  1059   54170  39540     8.02e-09    3.73e-09
2007 03 11  1100   54170  39600     8.37e-09    3.73e-09
2007 03 11  1101   54170  39660     8.29e-09    3.73e-09
2007 03 11  1102   54170  39720     7.70e-09    3.73e-09
2007 03 11  1103   54170  39780     6.78e-09    3.73e-09
2007 03 11  1104   54170  39840     6.58e-09    3.73e-09
2007 03 11  1105   54170  39900     6.54e-09    3.73e-09
2007 03 11  1106   54170  39960     7.82e-09    3.73e-09
2007 03 11  1107   54170  40020     7.62e-09    3.73e-09
2007 03 11  1108   54170  40080     8.36e-09    3.73e-09
2007 03 11  1109   54170  40140     8.38e-09    3.73e-09
2007 03 11  1110   54170  40200     8.40e-09    3.73e-09
2007 03 11  1111   54170  40260     8.38e-09    3.73e-09
2007 03 11  1112   54170  40320     8.38e-09    3.73e-09
2007 03 11  1113   54170  40380     9.36e-09    3.73e-09
2007 03 11  1114   54170  40440     1.03e-08    3.73e-09
2007 03 11  1115   54170  40500     1.03e-08    3.73e-09
2007 03 11  1116   54170  40560     1.11e-08    3.73e-09
2007 03 11  1117   54170  40620     1.23e-08    3.73e-09
2007 03 11  1118   54170  40680     1.23e-08    3.73e-09
2007 03 11  1119   54170  40740     1.23e-08    3.73e-09
2007 03 11  1120   54170  40800     1.26e-08    3.73e-09
2007 03 11  1121   54170  40860     1.35e-08    3.73e-09
2007 03 11  1122   54170  40920     1.40e-08    3.73e-09
2007 03 11  1123   54170  40980     1.29e-08    3.73e-09
2007 03 11  1124   54170  41040     1.23e-08    3.73e-09
2007 03 11  1125   54170  41100     1.21e-08    3.73e-09
2007 03 11  1126   54170  41160     1.12e-08    3.73e-09
2007 03 11  1127   54170  41220     1.09e-08    3.73e-09
2007 03 11  1128   54170  41280     1.05e-08    3.73e-09
2007 03 11  1129   54170  41340     1.04e-08    3.73e-09
2007 03 11  1130   54170  41400     1.03e-08    3.73e-09
2007 03 11  1131   54170  41460     9.71e-09    3.73e-09
2007 03 11  1132   54170  41520     8.46e-09    3.73e-09
2007 03 11  1133   54170  41580     9.29e-09    3.73e-09
2007 03 11  1134   54170  41640     8.79e-09    3.73e-09
2007 03 11  1135   54170  41700     8.66e-09    3.73e-09
2007 03 11  1136   54170  41760     8.41e-09    3.73e-09
2007 03 11  1137   54170  41820     8.60e-09    3.73e-09
2007 03 11  1138   54170  41880     8.74e-09    3.73e-09
2007 03 11  1139   54170  41940     1.02e-08    3.73e-09
2007 03 11  1140   54170  42000     1.03e-08    3.73e-09
2007 03 11  1141   54170  42060     1.01e-08    3.73e-09
2007 03 11  1142   54170  42120     1.01e-08    3.73e-09
2007 03 11  1143   54170  42180     1.03e-08    3.73e-09
2007 03 11  1144   54170  42240     1.03e-08    3.73e-09
2007 03 11  1145   54170  42300     1.04e-08    3.73e-09
2007 03 11  1146   54170  42360     1.04e-08    3.73e-09
2007 03 11  1147   54170  42420     1.04e-08    3.73e-09
2007 03 11  1148   54170  42480     1.04e-08    3.73e-09
2007 03 11  1149   54170  42540     1.04e-08    3.73e-09
2007 03 11  1150   54170  42600     1.04e-08    3.73e-09
2007 03 11  1151   54170  42660     1.05e-08    3.73e-09
2007 03 11  1152   54170  42720     1.04e-08    3.73e-09
2007 03 11  1153   54170  42780     1.04e-08    3.73e-09
2007 03 11  1154   54170  42840     1.04e-08    3.73e-09
2007 03 11  1155   54170  42900     1.04e-08    3.73e-09
2007 03 11  1156   54170  42960     1.04e-08    3.73e-09
2007 03 11  1157   54170  43020     1.04e-08    3.73e-09
2007 03 11  1158   54170  43080     1.04e-08    3.73e-09
2007 03 11  1159   54170  43140     1.02e-08    3.73e-09
2007 03 11  1200   54170  43200     1.04e-08    3.73e-09
2007 03 11  1201   54170  43260     9.24e-09    3.73e-09
2007 03 11  1202   54170  43320     8.70e-09    3.73e-09
2007 03 11  1203   54170  43380     8.86e-09    3.73e-09
2007 03 11  1204   54170  43440     9.95e-09    3.73e-09
2007 03 11  1205   54170  43500     9.02e-09    3.73e-09
2007 03 11  1206   54170  43560     9.65e-09    3.73e-09
2007 03 11  1207   54170  43620     1.01e-08    3.73e-09
2007 03 11  1208   54170  43680     8.91e-09    3.73e-09
2007 03 11  1209   54170  43740     8.54e-09    3.73e-09
2007 03 11  1210   54170  43800     8.47e-09    3.73e-09
2007 03 11  1211   54170  43860     8.45e-09    3.73e-09
2007 03 11  1212   54170  43920     8.44e-09    3.73e-09
2007 03 11  1213   54170  43980     8.44e-09    3.73e-09
2007 03 11  1214   54170  44040     8.45e-09    3.74e-09
2007 03 11  1215   54170  44100     8.45e-09    3.73e-09
2007 03 11  1216   54170  44160     8.45e-09    3.73e-09
2007 03 11  1217   54170  44220     8.46e-09    3.73e-09
2007 03 11  1218   54170  44280     8.46e-09    3.73e-09
2007 03 11  1219   54170  44340     8.45e-09    3.73e-09
2007 03 11  1220   54170  44400     8.46e-09    3.73e-09
2007 03 11  1221   54170  44460     8.45e-09    3.73e-09
2007 03 11  1222   54170  44520     8.46e-09    3.73e-09
2007 03 11  1223   54170  44580     8.46e-09    3.73e-09
2007 03 11  1224   54170  44640     8.46e-09    3.73e-09
2007 03 11  1225   54170  44700     8.46e-09    3.73e-09
2007 03 11  1226   54170  44760     8.46e-09    3.73e-09
2007 03 11  1227   54170  44820     8.47e-09    3.73e-09
2007 03 11  1228   54170  44880     8.47e-09    3.73e-09
2007 03 11  1229   54170  44940     8.45e-09    3.73e-09
2007 03 11  1230   54170  45000     8.29e-09    3.73e-09
2007 03 11  1231   54170  45060     7.73e-09    3.73e-09
2007 03 11  1232   54170  45120     8.07e-09    3.73e-09
2007 03 11  1233   54170  45180     8.01e-09    3.73e-09
2007 03 11  1234   54170  45240     8.46e-09    3.73e-09
2007 03 11  1235   54170  45300     7.51e-09    3.73e-09
2007 03 11  1236   54170  45360     6.92e-09    3.73e-09
2007 03 11  1237   54170  45420     6.57e-09    3.73e-09
2007 03 11  1238   54170  45480     6.62e-09    3.73e-09
2007 03 11  1239   54170  45540     6.69e-09    3.73e-09
2007 03 11  1240   54170  45600     6.59e-09    3.73e-09
2007 03 11  1241   54170  45660     6.57e-09    3.73e-09
2007 03 11  1242   54170  45720     6.69e-09    3.73e-09
2007 03 11  1243   54170  45780     7.01e-09    3.73e-09
2007 03 11  1244   54170  45840     8.47e-09    3.73e-09
2007 03 11  1245   54170  45900     8.47e-09    3.73e-09
2007 03 11  1246   54170  45960     8.04e-09    3.73e-09
2007 03 11  1247   54170  46020     7.94e-09    3.73e-09
2007 03 11  1248   54170  46080     7.03e-09    3.73e-09
2007 03 11  1249   54170  46140     6.68e-09    3.73e-09
2007 03 11  1250   54170  46200     6.56e-09    3.73e-09
2007 03 11  1251   54170  46260     6.62e-09    3.73e-09
2007 03 11  1252   54170  46320     6.58e-09    3.73e-09
2007 03 11  1253   54170  46380     6.53e-09    3.73e-09
2007 03 11  1254   54170  46440     6.55e-09    3.73e-09
2007 03 11  1255   54170  46500     6.54e-09    3.73e-09
2007 03 11  1256   54170  46560     6.54e-09    3.73e-09
2007 03 11  1257   54170  46620     6.54e-09    3.73e-09
2007 03 11  1258   54170  46680     6.53e-09    3.73e-09
2007 03 11  1259   54170  46740     6.46e-09    3.73e-09
2007 03 11  1300   54170  46800     6.48e-09    3.73e-09
2007 03 11  1301   54170  46860     6.45e-09    3.73e-09
2007 03 11  1302   54170  46920     6.21e-09    3.73e-09
2007 03 11  1303   54170  46980     5.91e-09    3.73e-09
2007 03 11  1304   54170  47040     5.39e-09    3.73e-09
2007 03 11  1305   54170  47100     5.47e-09    3.73e-09
2007 03 11  1306   54170  47160     4.99e-09    3.73e-09
2007 03 11  1307   54170  47220     4.83e-09    3.73e-09
2007 03 11  1308   54170  47280     4.86e-09    3.73e-09
2007 03 11  1309   54170  47340     4.66e-09    3.73e-09
2007 03 11  1310   54170  47400     4.65e-09    3.73e-09
2007 03 11  1311   54170  47460     4.82e-09    3.73e-09
2007 03 11  1312   54170  47520     4.68e-09    3.73e-09
2007 03 11  1313   54170  47580     4.60e-09    3.73e-09
2007 03 11  1314   54170  47640     4.60e-09    3.73e-09
2007 03 11  1315   54170  47700     4.60e-09    3.73e-09
2007 03 11  1316   54170  47760     4.61e-09    3.73e-09
2007 03 11  1317   54170  47820     4.61e-09    3.73e-09
2007 03 11  1318   54170  47880     4.61e-09    3.73e-09
2007 03 11  1319   54170  47940     4.60e-09    3.73e-09
2007 03 11  1320   54170  48000     4.61e-09    3.73e-09
2007 03 11  1321   54170  48060     4.61e-09    3.73e-09
2007 03 11  1322   54170  48120     4.61e-09    3.73e-09
2007 03 11  1323   54170  48180     4.63e-09    3.73e-09
2007 03 11  1324   54170  48240     4.61e-09    3.73e-09
2007 03 11  1325   54170  48300     4.62e-09    3.73e-09
2007 03 11  1326   54170  48360     4.62e-09    3.73e-09
2007 03 11  1327   54170  48420     4.62e-09    3.73e-09
2007 03 11  1328   54170  48480     4.63e-09    3.73e-09
2007 03 11  1329   54170  48540     4.61e-09    3.73e-09
2007 03 11  1330   54170  48600     4.61e-09    3.73e-09
2007 03 11  1331   54170  48660     4.61e-09    3.73e-09
2007 03 11  1332   54170  48720     4.62e-09    3.73e-09
2007 03 11  1333   54170  48780     4.65e-09    3.75e-09
2007 03 11  1334   54170  48840     4.62e-09    4.86e-09
2007 03 11  1335   54170  48900     4.62e-09    1.03e-08
2007 03 11  1336   54170  48960     4.67e-09    1.64e-08
2007 03 11  1337   54170  49020     4.69e-09    1.91e-08
2007 03 11  1338   54170  49080     4.66e-09    2.36e-08
2007 03 11  1339   54170  49140     4.67e-09    2.48e-08
2007 03 11  1340   54170  49200     4.68e-09    2.09e-08
2007 03 11  1341   54170  49260     4.66e-09    1.90e-08
2007 03 11  1342   54170  49320     4.65e-09    1.89e-08
2007 03 11  1343   54170  49380     4.63e-09    1.83e-08
2007 03 11  1344   54170  49440     4.63e-09    1.30e-08
2007 03 11  1345   54170  49500     4.63e-09    1.27e-08
2007 03 11  1346   54170  49560     4.60e-09    1.27e-08
2007 03 11  1347   54170  49620     4.61e-09    1.23e-08
2007 03 11  1348   54170  49680     3.99e-09    7.94e-09
2007 03 11  1349   54170  49740     3.27e-09    6.39e-09
2007 03 11  1350   54170  49800     2.97e-09    6.39e-09
2007 03 11  1351   54170  49860     2.82e-09    6.50e-09
2007 03 11  1352   54170  49920     2.74e-09    6.41e-09
2007 03 11  1353   54170  49980     2.74e-09    6.43e-09
2007 03 11  1354   54170  50040     2.68e-09    6.42e-09
2007 03 11  1355   54170  50100     2.67e-09    4.51e-09
2007 03 11  1356   54170  50160     2.68e-09    3.77e-09
2007 03 11  1357   54170  50220     2.69e-09    3.75e-09
2007 03 11  1358   54170  50280     2.68e-09    3.73e-09
2007 03 11  1359   54170  50340     2.68e-09    3.73e-09
2007 03 11  1400   54170  50400     2.73e-09    3.73e-09
2007 03 11  1401   54170  50460     2.69e-09    3.73e-09
2007 03 11  1402   54170  50520     2.69e-09    3.73e-09
2007 03 11  1403   54170  50580     2.69e-09    3.73e-09
2007 03 11  1404   54170  50640     2.69e-09    3.73e-09
2007 03 11  1405   54170  50700     2.69e-09    3.73e-09
2007 03 11  1406   54170  50760     2.69e-09    3.73e-09
2007 03 11  1407   54170  50820     2.78e-09    3.73e-09
2007 03 11  1408   54170  50880     2.71e-09    3.73e-09
2007 03 11  1409   54170  50940     2.70e-09    3.73e-09
2007 03 11  1410   54170  51000     2.69e-09    3.73e-09
2007 03 11  1411   54170  51060     2.70e-09    3.73e-09
2007 03 11  1412   54170  51120     2.70e-09    3.73e-09
2007 03 11  1413   54170  51180     2.70e-09    3.73e-09
2007 03 11  1414   54170  51240     2.70e-09    3.73e-09
2007 03 11  1415   54170  51300     2.71e-09    3.73e-09
2007 03 11  1416   54170  51360     2.71e-09    3.73e-09
2007 03 11  1417   54170  51420     2.72e-09    3.73e-09
2007 03 11  1418   54170  51480     2.72e-09    3.73e-09
2007 03 11  1419   54170  51540     2.72e-09    3.73e-09
2007 03 11  1420   54170  51600     2.71e-09    3.73e-09
2007 03 11  1421   54170  51660     2.71e-09    3.73e-09
2007 03 11  1422   54170  51720     2.71e-09    3.73e-09
2007 03 11  1423   54170  51780     2.71e-09    3.73e-09
2007 03 11  1424   54170  51840     2.71e-09    3.73e-09
2007 03 11  1425   54170  51900     2.71e-09    3.73e-09
2007 03 11  1426   54170  51960     2.71e-09    3.73e-09
2007 03 11  1427   54170  52020     2.71e-09    3.73e-09
2007 03 11  1428   54170  52080     2.72e-09    3.73e-09
2007 03 11  1429   54170  52140     2.72e-09    3.73e-09
2007 03 11  1430   54170  52200     2.72e-09    3.73e-09
2007 03 11  1431   54170  52260     2.72e-09    3.73e-09
2007 03 11  1432   54170  52320     2.74e-09    3.73e-09
2007 03 11  1433   54170  52380     2.72e-09    3.73e-09
2007 03 11  1434   54170  52440     2.72e-09    3.73e-09
2007 03 11  1435   54170  52500     2.72e-09    3.73e-09
2007 03 11  1436   54170  52560     2.72e-09    3.73e-09
2007 03 11  1437   54170  52620     2.72e-09    3.73e-09
2007 03 11  1438   54170  52680     2.72e-09    3.73e-09
2007 03 11  1439   54170  52740     2.72e-09    3.73e-09
2007 03 11  1440   54170  52800     2.71e-09    3.73e-09
2007 03 11  1441   54170  52860     2.73e-09    3.73e-09
2007 03 11  1442   54170  52920     2.72e-09    3.73e-09
2007 03 11  1443   54170  52980     2.72e-09    3.73e-09
2007 03 11  1444   54170  53040     2.72e-09    3.73e-09
2007 03 11  1445   54170  53100     2.73e-09    3.73e-09
2007 03 11  1446   54170  53160     2.73e-09    3.73e-09
2007 03 11  1447   54170  53220     2.73e-09    3.73e-09
2007 03 11  1448   54170  53280     2.78e-09    3.73e-09
2007 03 11  1449   54170  53340     2.83e-09    3.73e-09
2007 03 11  1450   54170  53400     2.72e-09    3.73e-09
2007 03 11  1451   54170  53460     2.73e-09    3.73e-09
2007 03 11  1452   54170  53520     2.73e-09    3.73e-09
2007 03 11  1453   54170  53580     2.73e-09    3.73e-09
2007 03 11  1454   54170  53640     2.73e-09    3.73e-09
2007 03 11  1455   54170  53700     2.75e-09    3.73e-09
2007 03 11  1456   54170  53760     2.73e-09    3.73e-09
