:Data_list: 20100413_G12mag_1m.txt
:Created: 2010 Apr 14 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Hp component = perpendicular to the satellite orbital plane or
#           parallel to the Earth's spin axis
# Label: He component = perpendicular to Hp and directed earthwards
# Label: Hn component = perpendicular to both Hp and He, directed eastwards
# Label: Total Field  = 
# Units: nanotesla (nT)
# Source: GOES-12
# Location: W074
# Missing data: -1.00e+05
#
#         1-minute GOES-12 Geomagnetic Components and Total Field
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day        Hp          He          Hn    Total Field
#-------------------------------------------------------------------------------
2010 04 13  0454   55299  17640     8.25e+01    5.41e+01   -2.70e+00    9.87e+01
2010 04 13  0455   55299  17700     8.25e+01    5.41e+01   -2.71e+00    9.87e+01
2010 04 13  0456   55299  17760     8.25e+01    5.41e+01   -2.72e+00    9.86e+01
2010 04 13  0457   55299  17820     8.25e+01    5.41e+01   -2.64e+00    9.87e+01
2010 04 13  0458   55299  17880     8.26e+01    5.42e+01   -2.63e+00    9.88e+01
2010 04 13  0459   55299  17940     8.24e+01    5.41e+01   -2.67e+00    9.86e+01
2010 04 13  0500   55299  18000     8.24e+01    5.40e+01   -2.64e+00    9.86e+01
2010 04 13  0501   55299  18060     8.24e+01    5.40e+01   -2.65e+00    9.86e+01
2010 04 13  0502   55299  18120     8.25e+01    5.40e+01   -2.62e+00    9.86e+01
2010 04 13  0503   55299  18180     8.26e+01    5.39e+01   -2.67e+00    9.87e+01
2010 04 13  0504   55299  18240     8.27e+01    5.40e+01   -2.73e+00    9.88e+01
2010 04 13  0505   55299  18300     8.27e+01    5.40e+01   -2.74e+00    9.88e+01
2010 04 13  0506   55299  18360     8.26e+01    5.40e+01   -2.65e+00    9.87e+01
2010 04 13  0507   55299  18420     8.26e+01    5.38e+01   -2.48e+00    9.87e+01
2010 04 13  0508   55299  18480     8.27e+01    5.39e+01   -2.45e+00    9.87e+01
2010 04 13  0509   55299  18540     8.29e+01    5.38e+01   -2.44e+00    9.89e+01
2010 04 13  0510   55299  18600     8.29e+01    5.36e+01   -2.48e+00    9.88e+01
2010 04 13  0511   55299  18660     8.31e+01    5.37e+01   -2.65e+00    9.90e+01
2010 04 13  0512   55299  18720     8.33e+01    5.35e+01   -2.85e+00    9.90e+01
2010 04 13  0513   55299  18780     8.32e+01    5.34e+01   -2.66e+00    9.89e+01
2010 04 13  0514   55299  18840     8.35e+01    5.32e+01   -2.55e+00    9.91e+01
2010 04 13  0515   55299  18900     8.37e+01    5.30e+01   -2.94e+00    9.91e+01
2010 04 13  0516   55299  18960     8.37e+01    5.32e+01   -2.66e+00    9.92e+01
2010 04 13  0517   55299  19020     8.37e+01    5.32e+01   -2.54e+00    9.92e+01
2010 04 13  0518   55299  19080     8.35e+01    5.30e+01   -2.85e+00    9.90e+01
2010 04 13  0519   55299  19140     8.33e+01    5.33e+01   -2.61e+00    9.90e+01
2010 04 13  0520   55299  19200     8.33e+01    5.32e+01   -2.44e+00    9.89e+01
2010 04 13  0521   55299  19260     8.33e+01    5.33e+01   -2.58e+00    9.89e+01
2010 04 13  0522   55299  19320     8.33e+01    5.34e+01   -2.49e+00    9.90e+01
2010 04 13  0523   55299  19380     8.32e+01    5.34e+01   -2.33e+00    9.89e+01
2010 04 13  0524   55299  19440     8.33e+01    5.32e+01   -2.56e+00    9.89e+01
2010 04 13  0525   55299  19500     8.33e+01    5.37e+01   -2.70e+00    9.91e+01
2010 04 13  0526   55299  19560     8.34e+01    5.36e+01   -2.45e+00    9.91e+01
2010 04 13  0527   55299  19620     8.34e+01    5.36e+01   -2.43e+00    9.92e+01
2010 04 13  0528   55299  19680     8.33e+01    5.40e+01   -2.34e+00    9.93e+01
2010 04 13  0529   55299  19740     8.32e+01    5.39e+01   -2.04e+00    9.92e+01
2010 04 13  0530   55299  19800     8.32e+01    5.42e+01   -2.08e+00    9.93e+01
2010 04 13  0531   55299  19860     8.33e+01    5.42e+01   -2.01e+00    9.94e+01
2010 04 13  0532   55299  19920     8.34e+01    5.41e+01   -1.89e+00    9.94e+01
2010 04 13  0533   55299  19980     8.36e+01    5.40e+01   -2.02e+00    9.96e+01
2010 04 13  0534   55299  20040     8.35e+01    5.43e+01   -1.98e+00    9.96e+01
2010 04 13  0535   55299  20100     8.35e+01    5.43e+01   -1.94e+00    9.96e+01
2010 04 13  0536   55299  20160     8.36e+01    5.39e+01   -2.01e+00    9.95e+01
2010 04 13  0537   55299  20220     8.36e+01    5.42e+01   -1.93e+00    9.97e+01
2010 04 13  0538   55299  20280     8.37e+01    5.38e+01   -1.82e+00    9.95e+01
2010 04 13  0539   55299  20340     8.38e+01    5.39e+01   -1.65e+00    9.97e+01
2010 04 13  0540   55299  20400     8.37e+01    5.38e+01   -1.55e+00    9.96e+01
2010 04 13  0541   55299  20460     8.37e+01    5.38e+01   -1.49e+00    9.95e+01
2010 04 13  0542   55299  20520     8.38e+01    5.37e+01   -1.50e+00    9.96e+01
2010 04 13  0543   55299  20580     8.38e+01    5.39e+01   -1.42e+00    9.96e+01
2010 04 13  0544   55299  20640     8.36e+01    5.37e+01   -1.18e+00    9.94e+01
2010 04 13  0545   55299  20700     8.36e+01    5.35e+01   -1.05e+00    9.93e+01
2010 04 13  0546   55299  20760     8.38e+01    5.36e+01   -9.96e-01    9.94e+01
2010 04 13  0547   55299  20820     8.36e+01    5.35e+01   -9.72e-01    9.93e+01
2010 04 13  0548   55299  20880     8.36e+01    5.34e+01   -9.51e-01    9.92e+01
2010 04 13  0549   55299  20940     8.36e+01    5.35e+01   -8.11e-01    9.92e+01
2010 04 13  0550   55299  21000     8.35e+01    5.34e+01   -8.39e-01    9.91e+01
2010 04 13  0551   55299  21060     8.35e+01    5.34e+01   -7.92e-01    9.91e+01
2010 04 13  0552   55299  21120     8.36e+01    5.34e+01   -6.89e-01    9.92e+01
2010 04 13  0553   55299  21180     8.37e+01    5.32e+01   -6.11e-01    9.92e+01
2010 04 13  0554   55299  21240     8.38e+01    5.31e+01   -5.02e-01    9.92e+01
2010 04 13  0555   55299  21300     8.39e+01    5.30e+01   -3.21e-01    9.92e+01
2010 04 13  0556   55299  21360     8.39e+01    5.28e+01   -2.62e-01    9.92e+01
2010 04 13  0557   55299  21420     8.38e+01    5.29e+01   -2.38e-01    9.91e+01
2010 04 13  0558   55299  21480     8.38e+01    5.28e+01   -2.45e-01    9.91e+01
2010 04 13  0559   55299  21540     8.37e+01    5.27e+01   -1.41e-01    9.89e+01
2010 04 13  0600   55299  21600     8.37e+01    5.23e+01   -8.80e-02    9.87e+01
2010 04 13  0601   55299  21660     8.37e+01    5.22e+01   -1.00e-01    9.87e+01
2010 04 13  0602   55299  21720     8.37e+01    5.21e+01    1.44e-02    9.86e+01
2010 04 13  0603   55299  21780     8.36e+01    5.19e+01    1.80e-01    9.84e+01
2010 04 13  0604   55299  21840     8.34e+01    5.18e+01    3.61e-01    9.82e+01
2010 04 13  0605   55299  21900     8.32e+01    5.19e+01    4.48e-01    9.81e+01
2010 04 13  0606   55299  21960     8.31e+01    5.18e+01    3.95e-01    9.79e+01
2010 04 13  0607   55299  22020     8.29e+01    5.18e+01    3.93e-01    9.78e+01
2010 04 13  0608   55299  22080     8.28e+01    5.18e+01    2.74e-01    9.77e+01
2010 04 13  0609   55299  22140     8.26e+01    5.17e+01    2.21e-01    9.75e+01
2010 04 13  0610   55299  22200     8.26e+01    5.16e+01    1.52e-01    9.74e+01
2010 04 13  0611   55299  22260     8.25e+01    5.15e+01    1.56e-01    9.72e+01
2010 04 13  0612   55299  22320     8.24e+01    5.14e+01    1.70e-01    9.71e+01
2010 04 13  0613   55299  22380     8.24e+01    5.15e+01    7.24e-02    9.71e+01
2010 04 13  0614   55299  22440     8.22e+01    5.15e+01    6.55e-02    9.70e+01
2010 04 13  0615   55299  22500     8.21e+01    5.16e+01    8.97e-02    9.70e+01
2010 04 13  0616   55299  22560     8.20e+01    5.17e+01   -5.06e-02    9.69e+01
2010 04 13  0617   55299  22620     8.19e+01    5.18e+01    4.65e-02    9.69e+01
2010 04 13  0618   55299  22680     8.18e+01    5.19e+01    7.91e-02    9.69e+01
2010 04 13  0619   55299  22740     8.16e+01    5.19e+01    3.75e-01    9.67e+01
2010 04 13  0620   55299  22800     8.16e+01    5.21e+01    2.99e-01    9.68e+01
2010 04 13  0621   55299  22860     8.13e+01    5.22e+01    3.31e-01    9.67e+01
2010 04 13  0622   55299  22920     8.12e+01    5.22e+01    4.11e-01    9.66e+01
2010 04 13  0623   55299  22980     8.11e+01    5.22e+01    4.93e-01    9.64e+01
2010 04 13  0624   55299  23040     8.11e+01    5.22e+01    4.75e-01    9.65e+01
2010 04 13  0625   55299  23100     8.11e+01    5.22e+01    5.45e-01    9.65e+01
2010 04 13  0626   55299  23160     8.10e+01    5.22e+01    7.33e-01    9.64e+01
2010 04 13  0627   55299  23220     8.09e+01    5.20e+01    6.89e-01    9.62e+01
2010 04 13  0628   55299  23280     8.08e+01    5.18e+01    8.04e-01    9.59e+01
2010 04 13  0629   55299  23340     8.07e+01    5.18e+01    8.37e-01    9.59e+01
2010 04 13  0630   55299  23400     8.06e+01    5.18e+01    8.02e-01    9.59e+01
2010 04 13  0631   55299  23460     8.05e+01    5.19e+01    7.24e-01    9.58e+01
2010 04 13  0632   55299  23520     8.04e+01    5.19e+01    7.02e-01    9.57e+01
2010 04 13  0633   55299  23580     8.03e+01    5.19e+01    6.65e-01    9.56e+01
2010 04 13  0634   55299  23640     8.02e+01    5.19e+01    5.93e-01    9.56e+01
2010 04 13  0635   55299  23700     8.01e+01    5.19e+01    5.17e-01    9.55e+01
2010 04 13  0636   55299  23760     7.99e+01    5.19e+01    4.76e-01    9.53e+01
2010 04 13  0637   55299  23820     7.96e+01    5.21e+01    5.33e-01    9.52e+01
2010 04 13  0638   55299  23880     7.94e+01    5.22e+01    5.63e-01    9.50e+01
2010 04 13  0639   55299  23940     7.92e+01    5.22e+01    6.68e-01    9.49e+01
2010 04 13  0640   55299  24000     7.92e+01    5.23e+01    6.39e-01    9.49e+01
2010 04 13  0641   55299  24060     7.91e+01    5.24e+01    6.91e-01    9.49e+01
2010 04 13  0642   55299  24120     7.91e+01    5.25e+01    6.46e-01    9.50e+01
2010 04 13  0643   55299  24180     7.91e+01    5.27e+01    5.68e-01    9.50e+01
2010 04 13  0644   55299  24240     7.92e+01    5.27e+01    3.49e-01    9.51e+01
2010 04 13  0645   55299  24300     7.94e+01    5.28e+01    2.94e-02    9.53e+01
2010 04 13  0646   55299  24360     7.95e+01    5.26e+01   -9.67e-02    9.53e+01
2010 04 13  0647   55299  24420     7.98e+01    5.23e+01   -5.17e-01    9.54e+01
2010 04 13  0648   55299  24480     7.99e+01    5.28e+01   -6.43e-01    9.57e+01
2010 04 13  0649   55299  24540     7.98e+01    5.25e+01   -8.79e-01    9.56e+01
2010 04 13  0650   55299  24600     8.00e+01    5.27e+01   -1.16e+00    9.58e+01
2010 04 13  0651   55299  24660     8.01e+01    5.23e+01   -1.45e+00    9.57e+01
2010 04 13  0652   55299  24720     8.03e+01    5.25e+01   -1.59e+00    9.60e+01
2010 04 13  0653   55299  24780     8.05e+01    5.24e+01   -1.82e+00    9.61e+01
2010 04 13  0654   55299  24840     8.05e+01    5.24e+01   -1.88e+00    9.61e+01
2010 04 13  0655   55299  24900     8.05e+01    5.25e+01   -1.92e+00    9.62e+01
2010 04 13  0656   55299  24960     8.08e+01    5.23e+01   -2.28e+00    9.63e+01
2010 04 13  0657   55299  25020     8.07e+01    5.26e+01   -2.17e+00    9.63e+01
2010 04 13  0658   55299  25080     8.14e+01    5.20e+01   -2.66e+00    9.66e+01
2010 04 13  0659   55299  25140     8.16e+01    5.21e+01   -2.80e+00    9.69e+01
2010 04 13  0700   55299  25200     8.15e+01    5.25e+01   -2.64e+00    9.70e+01
2010 04 13  0701   55299  25260     8.20e+01    5.19e+01   -2.94e+00    9.71e+01
2010 04 13  0702   55299  25320     8.20e+01    5.20e+01   -2.98e+00    9.72e+01
2010 04 13  0703   55299  25380     8.24e+01    5.14e+01   -2.98e+00    9.72e+01
2010 04 13  0704   55299  25440     8.24e+01    5.14e+01   -3.09e+00    9.72e+01
2010 04 13  0705   55299  25500     8.23e+01    5.09e+01   -3.63e+00    9.68e+01
2010 04 13  0706   55299  25560     8.23e+01    5.04e+01   -3.46e+00    9.65e+01
2010 04 13  0707   55299  25620     8.26e+01    5.05e+01   -3.43e+00    9.69e+01
2010 04 13  0708   55299  25680     8.24e+01    5.06e+01   -2.61e+00    9.68e+01
2010 04 13  0709   55299  25740     8.28e+01    5.02e+01   -2.05e+00    9.69e+01
2010 04 13  0710   55299  25800     8.26e+01    4.98e+01   -2.03e+00    9.65e+01
2010 04 13  0711   55299  25860     8.25e+01    5.02e+01   -2.11e+00    9.66e+01
2010 04 13  0712   55299  25920     8.15e+01    5.06e+01   -2.03e+00    9.59e+01
2010 04 13  0713   55299  25980     8.08e+01    5.10e+01   -2.51e+00    9.56e+01
2010 04 13  0714   55299  26040     8.18e+01    4.97e+01   -2.62e+00    9.58e+01
2010 04 13  0715   55299  26100     8.27e+01    4.81e+01   -2.71e+00    9.57e+01
2010 04 13  0716   55299  26160     8.27e+01    4.84e+01   -2.13e+00    9.58e+01
2010 04 13  0717   55299  26220     8.18e+01    4.96e+01   -2.84e+00    9.57e+01
2010 04 13  0718   55299  26280     8.15e+01    5.01e+01   -3.55e+00    9.57e+01
2010 04 13  0719   55299  26340     8.13e+01    5.04e+01   -2.76e+00    9.57e+01
2010 04 13  0720   55299  26400     8.13e+01    5.04e+01   -2.17e+00    9.57e+01
2010 04 13  0721   55299  26460     8.14e+01    4.94e+01   -1.26e+00    9.52e+01
2010 04 13  0722   55299  26520     8.15e+01    4.88e+01   -4.01e-01    9.50e+01
2010 04 13  0723   55299  26580     8.17e+01    4.88e+01   -4.36e-02    9.52e+01
2010 04 13  0724   55299  26640     8.18e+01    4.91e+01    1.19e-01    9.54e+01
2010 04 13  0725   55299  26700     8.20e+01    4.94e+01    2.82e-01    9.57e+01
2010 04 13  0726   55299  26760     8.21e+01    4.96e+01    4.21e-01    9.59e+01
2010 04 13  0727   55299  26820     8.22e+01    4.95e+01    5.49e-01    9.59e+01
2010 04 13  0728   55299  26880     8.21e+01    4.97e+01    6.95e-01    9.60e+01
2010 04 13  0729   55299  26940     8.19e+01    4.99e+01    6.12e-01    9.59e+01
2010 04 13  0730   55299  27000     8.20e+01    5.00e+01    1.06e+00    9.60e+01
2010 04 13  0731   55299  27060     8.19e+01    4.99e+01    1.11e+00    9.59e+01
2010 04 13  0732   55299  27120     8.19e+01    5.00e+01    1.24e+00    9.60e+01
2010 04 13  0733   55299  27180     8.12e+01    5.11e+01    8.93e-01    9.59e+01
2010 04 13  0734   55299  27240     8.13e+01    5.09e+01    1.66e+00    9.59e+01
2010 04 13  0735   55299  27300     8.17e+01    5.08e+01    1.88e+00    9.62e+01
2010 04 13  0736   55299  27360     8.18e+01    5.04e+01    1.93e+00    9.61e+01
2010 04 13  0737   55299  27420     8.20e+01    5.05e+01    1.82e+00    9.64e+01
2010 04 13  0738   55299  27480     8.21e+01    5.06e+01    1.98e+00    9.65e+01
2010 04 13  0739   55299  27540     8.22e+01    5.06e+01    1.90e+00    9.66e+01
2010 04 13  0740   55299  27600     8.23e+01    5.05e+01    2.07e+00    9.66e+01
2010 04 13  0741   55299  27660     8.22e+01    5.09e+01    2.15e+00    9.67e+01
2010 04 13  0742   55299  27720     8.22e+01    5.14e+01    2.41e+00    9.70e+01
2010 04 13  0743   55299  27780     8.23e+01    5.18e+01    2.16e+00    9.73e+01
2010 04 13  0744   55299  27840     8.23e+01    5.21e+01    1.93e+00    9.74e+01
2010 04 13  0745   55299  27900     8.26e+01    5.17e+01    1.72e+00    9.75e+01
2010 04 13  0746   55299  27960     8.27e+01    5.18e+01    2.03e+00    9.76e+01
2010 04 13  0747   55299  28020     8.27e+01    5.20e+01    2.28e+00    9.77e+01
2010 04 13  0748   55299  28080     8.28e+01    5.21e+01    2.30e+00    9.78e+01
2010 04 13  0749   55299  28140     8.29e+01    5.19e+01    2.41e+00    9.78e+01
2010 04 13  0750   55299  28200     8.29e+01    5.20e+01    2.45e+00    9.79e+01
2010 04 13  0751   55299  28260     8.34e+01    5.17e+01    2.14e+00    9.81e+01
2010 04 13  0752   55299  28320     8.38e+01    5.14e+01    2.06e+00    9.83e+01
2010 04 13  0753   55299  28380     8.40e+01    5.10e+01    2.18e+00    9.83e+01
2010 04 13  0754   55299  28440     8.44e+01    5.07e+01    1.67e+00    9.85e+01
2010 04 13  0755   55299  28500     8.45e+01    5.05e+01    1.57e+00    9.85e+01
2010 04 13  0756   55299  28560     8.49e+01    5.01e+01    1.30e+00    9.86e+01
2010 04 13  0757   55299  28620     8.52e+01    5.01e+01    1.21e+00    9.88e+01
2010 04 13  0758   55299  28680     8.56e+01    4.96e+01    9.22e-01    9.89e+01
2010 04 13  0759   55299  28740     8.59e+01    4.95e+01    7.77e-01    9.91e+01
2010 04 13  0800   55299  28800     8.60e+01    4.92e+01    7.07e-01    9.91e+01
2010 04 13  0801   55299  28860     8.63e+01    4.88e+01    3.72e-01    9.91e+01
2010 04 13  0802   55299  28920     8.65e+01    4.87e+01    4.01e-01    9.92e+01
2010 04 13  0803   55299  28980     8.65e+01    4.84e+01    2.95e-01    9.92e+01
2010 04 13  0804   55299  29040     8.65e+01    4.84e+01    9.15e-02    9.91e+01
2010 04 13  0805   55299  29100     8.65e+01    4.83e+01    2.43e-01    9.91e+01
2010 04 13  0806   55299  29160     8.63e+01    4.82e+01    2.09e-01    9.88e+01
2010 04 13  0807   55299  29220     8.62e+01    4.82e+01    1.43e-01    9.88e+01
2010 04 13  0808   55299  29280     8.63e+01    4.80e+01    2.17e-03    9.88e+01
2010 04 13  0809   55299  29340     8.63e+01    4.82e+01    1.40e-01    9.88e+01
2010 04 13  0810   55299  29400     8.62e+01    4.80e+01   -4.35e-02    9.87e+01
2010 04 13  0811   55299  29460     8.63e+01    4.80e+01   -1.07e-01    9.88e+01
2010 04 13  0812   55299  29520     8.63e+01    4.78e+01   -4.29e-01    9.87e+01
2010 04 13  0813   55299  29580     8.63e+01    4.78e+01   -4.39e-01    9.87e+01
2010 04 13  0814   55299  29640     8.64e+01    4.76e+01   -5.29e-01    9.87e+01
2010 04 13  0815   55299  29700     8.63e+01    4.77e+01   -4.33e-01    9.86e+01
2010 04 13  0816   55299  29760     8.59e+01    4.78e+01   -4.32e-01    9.83e+01
2010 04 13  0817   55299  29820     8.56e+01    4.79e+01   -4.70e-01    9.81e+01
2010 04 13  0818   55299  29880     8.57e+01    4.79e+01   -4.43e-01    9.82e+01
2010 04 13  0819   55299  29940     8.60e+01    4.75e+01   -3.73e-01    9.83e+01
2010 04 13  0820   55299  30000     8.62e+01    4.74e+01   -1.58e-01    9.84e+01
2010 04 13  0821   55299  30060     8.61e+01    4.76e+01   -2.64e-01    9.84e+01
2010 04 13  0822   55299  30120     8.59e+01    4.79e+01   -2.99e-01    9.84e+01
2010 04 13  0823   55299  30180     8.56e+01    4.82e+01   -1.77e-01    9.82e+01
2010 04 13  0824   55299  30240     8.57e+01    4.82e+01   -1.51e-01    9.83e+01
2010 04 13  0825   55299  30300     8.57e+01    4.81e+01   -9.21e-02    9.83e+01
2010 04 13  0826   55299  30360     8.58e+01    4.80e+01    8.02e-02    9.83e+01
2010 04 13  0827   55299  30420     8.57e+01    4.78e+01    5.91e-02    9.82e+01
2010 04 13  0828   55299  30480     8.57e+01    4.80e+01    1.01e-01    9.82e+01
2010 04 13  0829   55299  30540     8.57e+01    4.80e+01    3.09e-01    9.82e+01
2010 04 13  0830   55299  30600     8.56e+01    4.81e+01    4.63e-01    9.82e+01
2010 04 13  0831   55299  30660     8.54e+01    4.84e+01    6.02e-01    9.82e+01
2010 04 13  0832   55299  30720     8.53e+01    4.86e+01    6.27e-01    9.81e+01
2010 04 13  0833   55299  30780     8.52e+01    4.88e+01    3.32e-01    9.81e+01
2010 04 13  0834   55299  30840     8.51e+01    4.87e+01    5.29e-01    9.81e+01
2010 04 13  0835   55299  30900     8.50e+01    4.86e+01    8.72e-01    9.79e+01
2010 04 13  0836   55299  30960     8.50e+01    4.86e+01    9.74e-01    9.79e+01
2010 04 13  0837   55299  31020     8.51e+01    4.85e+01    1.01e+00    9.79e+01
2010 04 13  0838   55299  31080     8.51e+01    4.87e+01    1.16e+00    9.81e+01
2010 04 13  0839   55299  31140     8.53e+01    4.89e+01    1.25e+00    9.83e+01
2010 04 13  0840   55299  31200     8.54e+01    4.92e+01    1.35e+00    9.85e+01
2010 04 13  0841   55299  31260     8.54e+01    4.95e+01    1.66e+00    9.87e+01
2010 04 13  0842   55299  31320     8.54e+01    4.96e+01    1.74e+00    9.88e+01
2010 04 13  0843   55299  31380     8.54e+01    4.98e+01    1.93e+00    9.89e+01
2010 04 13  0844   55299  31440     8.54e+01    4.98e+01    2.02e+00    9.89e+01
2010 04 13  0845   55299  31500     8.55e+01    4.98e+01    2.06e+00    9.89e+01
2010 04 13  0846   55299  31560     8.55e+01    4.98e+01    2.14e+00    9.90e+01
2010 04 13  0847   55299  31620     8.54e+01    4.99e+01    2.24e+00    9.90e+01
2010 04 13  0848   55299  31680     8.54e+01    5.00e+01    2.26e+00    9.90e+01
2010 04 13  0849   55299  31740     8.52e+01    4.99e+01    2.23e+00    9.88e+01
2010 04 13  0850   55299  31800     8.54e+01    4.98e+01    2.18e+00    9.89e+01
2010 04 13  0851   55299  31860     8.54e+01    4.98e+01    2.24e+00    9.88e+01
2010 04 13  0852   55299  31920     8.52e+01    4.97e+01    2.33e+00    9.87e+01
2010 04 13  0853   55299  31980     8.51e+01    4.97e+01    2.54e+00    9.86e+01
2010 04 13  0854   55299  32040     8.50e+01    4.97e+01    2.63e+00    9.85e+01
2010 04 13  0855   55299  32100     8.50e+01    4.98e+01    2.61e+00    9.85e+01
2010 04 13  0856   55299  32160     8.50e+01    4.97e+01    2.65e+00    9.85e+01
2010 04 13  0857   55299  32220     8.51e+01    4.97e+01    2.64e+00    9.85e+01
2010 04 13  0858   55299  32280     8.50e+01    4.96e+01    2.69e+00    9.85e+01
2010 04 13  0859   55299  32340     8.51e+01    4.96e+01    2.72e+00    9.85e+01
2010 04 13  0900   55299  32400     8.54e+01    4.94e+01    2.59e+00    9.87e+01
2010 04 13  0901   55299  32460     8.55e+01    4.93e+01    2.54e+00    9.88e+01
2010 04 13  0902   55299  32520     8.57e+01    4.91e+01    2.51e+00    9.88e+01
2010 04 13  0903   55299  32580     8.57e+01    4.89e+01    2.49e+00    9.87e+01
2010 04 13  0904   55299  32640     8.60e+01    4.88e+01    2.22e+00    9.89e+01
2010 04 13  0905   55299  32700     8.62e+01    4.87e+01    2.06e+00    9.90e+01
2010 04 13  0906   55299  32760     8.62e+01    4.88e+01    2.19e+00    9.91e+01
2010 04 13  0907   55299  32820     8.64e+01    4.89e+01    2.09e+00    9.93e+01
2010 04 13  0908   55299  32880     8.65e+01    4.87e+01    2.05e+00    9.93e+01
2010 04 13  0909   55299  32940     8.66e+01    4.88e+01    2.11e+00    9.94e+01
2010 04 13  0910   55299  33000     8.68e+01    4.88e+01    2.09e+00    9.96e+01
2010 04 13  0911   55299  33060     8.70e+01    4.90e+01    2.09e+00    9.99e+01
2010 04 13  0912   55299  33120     8.73e+01    4.90e+01    2.07e+00    1.00e+02
2010 04 13  0913   55299  33180     8.71e+01    4.91e+01    2.15e+00    1.00e+02
2010 04 13  0914   55299  33240     8.72e+01    4.93e+01    2.06e+00    1.00e+02
2010 04 13  0915   55299  33300     8.74e+01    4.92e+01    2.09e+00    1.00e+02
2010 04 13  0916   55299  33360     8.78e+01    4.93e+01    2.12e+00    1.01e+02
2010 04 13  0917   55299  33420     8.82e+01    4.92e+01    2.05e+00    1.01e+02
2010 04 13  0918   55299  33480     8.85e+01    4.92e+01    1.97e+00    1.01e+02
2010 04 13  0919   55299  33540     8.87e+01    4.93e+01    1.94e+00    1.01e+02
2010 04 13  0920   55299  33600     8.87e+01    4.93e+01    2.01e+00    1.01e+02
2010 04 13  0921   55299  33660     8.87e+01    4.94e+01    1.92e+00    1.02e+02
2010 04 13  0922   55299  33720     8.89e+01    4.94e+01    2.06e+00    1.02e+02
2010 04 13  0923   55299  33780     8.90e+01    4.93e+01    1.96e+00    1.02e+02
2010 04 13  0924   55299  33840     8.93e+01    4.91e+01    2.08e+00    1.02e+02
2010 04 13  0925   55299  33900     8.94e+01    4.89e+01    2.00e+00    1.02e+02
2010 04 13  0926   55299  33960     8.96e+01    4.89e+01    2.14e+00    1.02e+02
2010 04 13  0927   55299  34020     8.97e+01    4.86e+01    2.18e+00    1.02e+02
2010 04 13  0928   55299  34080     8.98e+01    4.87e+01    2.32e+00    1.02e+02
2010 04 13  0929   55299  34140     9.00e+01    4.85e+01    2.43e+00    1.02e+02
2010 04 13  0930   55299  34200     9.02e+01    4.83e+01    2.56e+00    1.02e+02
2010 04 13  0931   55299  34260     9.03e+01    4.79e+01    2.63e+00    1.02e+02
2010 04 13  0932   55299  34320     9.04e+01    4.76e+01    2.81e+00    1.02e+02
2010 04 13  0933   55299  34380     9.04e+01    4.74e+01    2.73e+00    1.02e+02
2010 04 13  0934   55299  34440     9.06e+01    4.73e+01    2.65e+00    1.02e+02
2010 04 13  0935   55299  34500     9.05e+01    4.73e+01    2.72e+00    1.02e+02
2010 04 13  0936   55299  34560     9.04e+01    4.75e+01    2.63e+00    1.02e+02
2010 04 13  0937   55299  34620     9.05e+01    4.75e+01    2.72e+00    1.02e+02
2010 04 13  0938   55299  34680     9.07e+01    4.77e+01    2.62e+00    1.02e+02
2010 04 13  0939   55299  34740     9.08e+01    4.77e+01    2.60e+00    1.03e+02
2010 04 13  0940   55299  34800     9.09e+01    4.78e+01    2.59e+00    1.03e+02
2010 04 13  0941   55299  34860     9.12e+01    4.78e+01    2.60e+00    1.03e+02
2010 04 13  0942   55299  34920     9.13e+01    4.79e+01    2.66e+00    1.03e+02
2010 04 13  0943   55299  34980     9.14e+01    4.80e+01    2.67e+00    1.03e+02
2010 04 13  0944   55299  35040     9.16e+01    4.80e+01    2.80e+00    1.03e+02
2010 04 13  0945   55299  35100     9.17e+01    4.80e+01    2.76e+00    1.04e+02
2010 04 13  0946   55299  35160     9.18e+01    4.79e+01    2.92e+00    1.04e+02
2010 04 13  0947   55299  35220     9.19e+01    4.79e+01    3.01e+00    1.04e+02
2010 04 13  0948   55299  35280     9.20e+01    4.79e+01    3.15e+00    1.04e+02
2010 04 13  0949   55299  35340     9.21e+01    4.78e+01    3.23e+00    1.04e+02
2010 04 13  0950   55299  35400     9.23e+01    4.77e+01    3.30e+00    1.04e+02
2010 04 13  0951   55299  35460     9.23e+01    4.78e+01    3.40e+00    1.04e+02
2010 04 13  0952   55299  35520     9.23e+01    4.77e+01    3.45e+00    1.04e+02
2010 04 13  0953   55299  35580     9.23e+01    4.77e+01    3.53e+00    1.04e+02
2010 04 13  0954   55299  35640     9.24e+01    4.77e+01    3.60e+00    1.04e+02
2010 04 13  0955   55299  35700     9.25e+01    4.76e+01    3.81e+00    1.04e+02
2010 04 13  0956   55299  35760     9.27e+01    4.76e+01    3.86e+00    1.04e+02
2010 04 13  0957   55299  35820     9.27e+01    4.75e+01    4.06e+00    1.04e+02
2010 04 13  0958   55299  35880     9.28e+01    4.74e+01    4.09e+00    1.04e+02
2010 04 13  0959   55299  35940     9.29e+01    4.73e+01    4.17e+00    1.04e+02
